Unnamed: 0,Top-Left,Bottom-Right,Id,Bottom,Top,Left,Right,Bottom_Box,Right_Box,Top_Box,Left_Box
151,"[1395, 1142]","[1465, 1183]",151,"[1430.0, 1183]","[1430.0, 1142]","[1395, 1162.5]","[1465, 1162.5]","[-1, 0]","[152, 152]","[144, 144]","[-1, 0]"
152,"[1482, 1138]","[1557, 1193]",152,"[1519.5, 1193]","[1519.5, 1138]","[1482, 1165.5]","[1557, 1165.5]","[161, 161]","[153, 153]","[145, 145]","[151, 151]"
153,"[1569, 1131]","[1651, 1186]",153,"[1610.0, 1186]","[1610.0, 1131]","[1569, 1158.5]","[1651, 1158.5]","[-1, 0]","[154, 154]","[146, 146]","[152, 152]"
154,"[1663, 1135]","[1747, 1203]",154,"[1705.0, 1203]","[1705.0, 1135]","[1663, 1169.0]","[1747, 1169.0]","[162, 162]","[155, 155]","[147, 147]","[153, 153]"
155,"[1760, 1135]","[1834, 1186]",155,"[1797.0, 1186]","[1797.0, 1135]","[1760, 1160.5]","[1834, 1160.5]","[-1, 0]","[156, 156]","[148, 148]","[154, 154]"
156,"[1847, 1128]","[1912, 1183]",156,"[1879.5, 1183]","[1879.5, 1128]","[1847, 1155.5]","[1912, 1155.5]","[163, 163]","[157, 157]","[149, 149]","[155, 155]"
157,"[1926, 1125]","[1980, 1200]",157,"[1953.0, 1200]","[1953.0, 1125]","[1926, 1162.5]","[1980, 1162.5]","[164, 164]","[158, 158]","[150, 150]","[156, 156]"
158,"[1992, 1125]","[2059, 1189]",158,"[2025.5, 1189]","[2025.5, 1125]","[1992, 1157.0]","[2059, 1157.0]","[165, 165]","[159, 159]","[-1, 0]","[157, 157]"
159,"[2069, 1121]","[2110, 1200]",159,"[2089.5, 1200]","[2089.5, 1121]","[2069, 1160.5]","[2110, 1160.5]","[165, 165]","[160, 160]","[-1, 0]","[158, 158]"
160,"[2141, 1128]","[2279, 1179]",160,"[2210.0, 1179]","[2210.0, 1128]","[2141, 1153.5]","[2279, 1153.5]","[167, 167]","[-1, 0]","[195, 195]","[159, 159]"
161,"[1395, 1203]","[1557, 1268]",161,"[1476.0, 1268]","[1476.0, 1203]","[1395, 1235.5]","[1557, 1235.5]","[168, 168]","[162, 162]","[152, 152]","[-1, 0]"
162,"[1571, 1203]","[1808, 1265]",162,"[1689.5, 1265]","[1689.5, 1203]","[1571, 1234.0]","[1808, 1234.0]","[171, 171]","[163, 163]","[154, 154]","[161, 161]"
163,"[1825, 1207]","[1909, 1261]",163,"[1867.0, 1261]","[1867.0, 1207]","[1825, 1234.0]","[1909, 1234.0]","[-1, 0]","[164, 164]","[156, 156]","[162, 162]"
164,"[1922, 1200]","[2011, 1268]",164,"[1966.5, 1268]","[1966.5, 1200]","[1922, 1234.0]","[2011, 1234.0]","[173, 173]","[165, 165]","[157, 157]","[163, 163]"
165,"[2023, 1203]","[2083, 1265]",165,"[2053.0, 1265]","[2053.0, 1203]","[2023, 1234.0]","[2083, 1234.0]","[174, 174]","[166, 166]","[159, 159]","[164, 164]"
166,"[2091, 1196]","[2190, 1275]",166,"[2140.5, 1275]","[2140.5, 1196]","[2091, 1235.5]","[2190, 1235.5]","[175, 175]","[167, 167]","[-1, 0]","[165, 165]"
167,"[2199, 1203]","[2236, 1278]",167,"[2217.5, 1278]","[2217.5, 1203]","[2199, 1240.5]","[2236, 1240.5]","[176, 176]","[-1, 0]","[160, 160]","[166, 166]"
168,"[1395, 1282]","[1496, 1350]",168,"[1445.5, 1350]","[1445.5, 1282]","[1395, 1316.0]","[1496, 1316.0]","[177, 177]","[169, 169]","[161, 161]","[-1, 0]"
169,"[1513, 1292]","[1595, 1354]",169,"[1554.0, 1354]","[1554.0, 1292]","[1513, 1323.0]","[1595, 1323.0]","[178, 178]","[170, 170]","[-1, 0]","[168, 168]"
170,"[1610, 1285]","[1694, 1354]",170,"[1652.0, 1354]","[1652.0, 1285]","[1610, 1319.5]","[1694, 1319.5]","[-1, 0]","[171, 171]","[162, 162]","[169, 169]"
171,"[1706, 1285]","[1757, 1343]",171,"[1731.5, 1343]","[1731.5, 1285]","[1706, 1314.0]","[1757, 1314.0]","[179, 179]","[172, 172]","[162, 162]","[170, 170]"
172,"[1774, 1299]","[1897, 1350]",172,"[1835.5, 1350]","[1835.5, 1299]","[1774, 1324.5]","[1897, 1324.5]","[180, 180]","[173, 173]","[-1, 0]","[171, 171]"
173,"[1917, 1299]","[1982, 1357]",173,"[1949.5, 1357]","[1949.5, 1299]","[1917, 1328.0]","[1982, 1328.0]","[181, 181]","[174, 174]","[164, 164]","[172, 172]"
174,"[1999, 1278]","[2098, 1357]",174,"[2048.5, 1357]","[2048.5, 1278]","[1999, 1317.5]","[2098, 1317.5]","[203, 203]","[175, 175]","[165, 165]","[173, 173]"
175,"[2110, 1282]","[2214, 1347]",175,"[2162.0, 1347]","[2162.0, 1282]","[2110, 1314.5]","[2214, 1314.5]","[-1, 0]","[176, 176]","[166, 166]","[174, 174]"
176,"[2231, 1282]","[2279, 1343]",176,"[2255.0, 1343]","[2255.0, 1282]","[2231, 1312.5]","[2279, 1312.5]","[-1, 0]","[-1, 0]","[167, 167]","[175, 175]"
177,"[1392, 1364]","[1523, 1429]",177,"[1457.5, 1429]","[1457.5, 1364]","[1392, 1396.5]","[1523, 1396.5]","[182, 182]","[178, 178]","[168, 168]","[-1, 0]"
178,"[1530, 1377]","[1639, 1432]",178,"[1584.5, 1432]","[1584.5, 1377]","[1530, 1404.5]","[1639, 1404.5]","[-1, 0]","[179, 179]","[169, 169]","[177, 177]"
179,"[1646, 1371]","[1757, 1425]",179,"[1701.5, 1425]","[1701.5, 1371]","[1646, 1398.0]","[1757, 1398.0]","[184, 184]","[180, 180]","[171, 171]","[178, 178]"
180,"[1767, 1364]","[1849, 1436]",180,"[1808.0, 1436]","[1808.0, 1364]","[1767, 1400.0]","[1849, 1400.0]","[185, 185]","[181, 181]","[172, 172]","[179, 179]"
181,"[1856, 1360]","[1960, 1425]",181,"[1908.0, 1425]","[1908.0, 1360]","[1856, 1392.5]","[1960, 1392.5]","[186, 186]","[-1, 0]","[173, 173]","[180, 180]"
182,"[1390, 1456]","[1457, 1511]",182,"[1423.5, 1511]","[1423.5, 1456]","[1390, 1483.5]","[1457, 1483.5]","[189, 189]","[183, 183]","[177, 177]","[-1, 0]"
183,"[1472, 1446]","[1605, 1511]",183,"[1538.5, 1511]","[1538.5, 1446]","[1472, 1478.5]","[1605, 1478.5]","[190, 190]","[184, 184]","[-1, 0]","[182, 182]"
184,"[1619, 1442]","[1726, 1507]",184,"[1672.5, 1507]","[1672.5, 1442]","[1619, 1474.5]","[1726, 1474.5]","[191, 191]","[185, 185]","[179, 179]","[183, 183]"
185,"[1738, 1446]","[1851, 1511]",185,"[1794.5, 1511]","[1794.5, 1446]","[1738, 1478.5]","[1851, 1478.5]","[-1, 0]","[186, 186]","[180, 180]","[184, 184]"
186,"[1861, 1442]","[1996, 1518]",186,"[1928.5, 1518]","[1928.5, 1442]","[1861, 1480.0]","[1996, 1480.0]","[192, 192]","[187, 187]","[181, 181]","[185, 185]"
187,"[2009, 1442]","[2120, 1507]",187,"[2064.5, 1507]","[2064.5, 1442]","[2009, 1474.5]","[2120, 1474.5]","[193, 193]","[188, 188]","[203, 203]","[186, 186]"
188,"[2129, 1446]","[2274, 1507]",188,"[2201.5, 1507]","[2201.5, 1446]","[2129, 1476.5]","[2274, 1476.5]","[194, 194]","[-1, 0]","[204, 204]","[187, 187]"
189,"[1395, 1528]","[1489, 1583]",189,"[1442.0, 1583]","[1442.0, 1528]","[1395, 1555.5]","[1489, 1555.5]","[223, 223]","[190, 190]","[182, 182]","[-1, 0]"
190,"[1511, 1521]","[1557, 1586]",190,"[1534.0, 1586]","[1534.0, 1521]","[1511, 1553.5]","[1557, 1553.5]","[224, 224]","[191, 191]","[183, 183]","[189, 189]"
191,"[1581, 1528]","[1822, 1579]",191,"[1701.5, 1579]","[1701.5, 1528]","[1581, 1553.5]","[1822, 1553.5]","[-1, 0]","[192, 192]","[184, 184]","[190, 190]"
192,"[1847, 1528]","[1994, 1589]",192,"[1920.5, 1589]","[1920.5, 1528]","[1847, 1558.5]","[1994, 1558.5]","[-1, 0]","[193, 193]","[186, 186]","[191, 191]"
193,"[2013, 1531]","[2120, 1586]",193,"[2066.5, 1586]","[2066.5, 1531]","[2013, 1558.5]","[2120, 1558.5]","[-1, 0]","[194, 194]","[187, 187]","[192, 192]"
194,"[2146, 1542]","[2279, 1583]",194,"[2212.5, 1583]","[2212.5, 1542]","[2146, 1562.5]","[2279, 1562.5]","[-1, 0]","[-1, 0]","[188, 188]","[193, 193]"
195,"[2074, 1042]","[2277, 1104]",195,"[2175.5, 1104]","[2175.5, 1042]","[2074, 1073.0]","[2277, 1073.0]","[160, 160]","[-1, 0]","[143, 143]","[-1, 0]"
196,"[416, 1398]","[498, 1449]",196,"[457.0, 1449]","[457.0, 1398]","[416, 1423.5]","[498, 1423.5]","[217, 217]","[205, 205]","[-1, 0]","[-1, 0]"
197,"[302, 1552]","[401, 1620]",197,"[351.5, 1620]","[351.5, 1552]","[302, 1586.0]","[401, 1586.0]","[199, 199]","[198, 198]","[216, 216]","[-1, 0]"
198,"[430, 1545]","[471, 1617]",198,"[450.5, 1617]","[450.5, 1545]","[430, 1581.0]","[471, 1581.0]","[200, 200]","[-1, 0]","[217, 217]","[197, 197]"
199,"[314, 1630]","[382, 1688]",199,"[348.0, 1688]","[348.0, 1630]","[314, 1659.0]","[382, 1659.0]","[225, 225]","[200, 200]","[197, 197]","[-1, 0]"
200,"[408, 1624]","[483, 1692]",200,"[445.5, 1692]","[445.5, 1624]","[408, 1658.0]","[483, 1658.0]","[-1, 0]","[201, 201]","[198, 198]","[199, 199]"
201,"[503, 1624]","[570, 1695]",201,"[536.5, 1695]","[536.5, 1624]","[503, 1659.5]","[570, 1659.5]","[226, 226]","[202, 202]","[-1, 0]","[200, 200]"
202,"[592, 1630]","[626, 1699]",202,"[609.0, 1699]","[609.0, 1630]","[592, 1664.5]","[626, 1664.5]","[227, 227]","[-1, 0]","[208, 208]","[201, 201]"
203,"[2050, 1364]","[2125, 1436]",203,"[2087.5, 1436]","[2087.5, 1364]","[2050, 1400.0]","[2125, 1400.0]","[187, 187]","[204, 204]","[174, 174]","[-1, 0]"
204,"[2129, 1377]","[2279, 1429]",204,"[2204.0, 1429]","[2204.0, 1377]","[2129, 1403.0]","[2279, 1403.0]","[188, 188]","[-1, 0]","[-1, 0]","[203, 203]"
205,"[522, 1398]","[655, 1473]",205,"[588.5, 1473]","[588.5, 1398]","[522, 1435.5]","[655, 1435.5]","[218, 218]","[206, 206]","[-1, 0]","[196, 196]"
206,"[672, 1395]","[981, 1466]",206,"[826.5, 1466]","[826.5, 1395]","[672, 1430.5]","[981, 1430.5]","[-1, 0]","[-1, 0]","[-1, 0]","[205, 205]"
207,"[1047, 1415]","[1192, 1456]",207,"[1119.5, 1456]","[1119.5, 1415]","[1047, 1435.5]","[1192, 1435.5]","[222, 222]","[-1, 0]","[-1, 0]","[-1, 0]"
208,"[587, 1552]","[711, 1617]",208,"[649.0, 1617]","[649.0, 1552]","[587, 1584.5]","[711, 1584.5]","[202, 202]","[209, 209]","[-1, 0]","[-1, 0]"
209,"[740, 1548]","[786, 1610]",209,"[763.0, 1610]","[763.0, 1548]","[740, 1579.0]","[786, 1579.0]","[212, 212]","[210, 210]","[219, 219]","[208, 208]"
210,"[810, 1545]","[945, 1634]",210,"[877.5, 1634]","[877.5, 1545]","[810, 1589.5]","[945, 1589.5]","[213, 213]","[211, 211]","[220, 220]","[209, 209]"
211,"[976, 1555]","[1192, 1606]",211,"[1084.0, 1606]","[1084.0, 1555]","[976, 1580.5]","[1192, 1580.5]","[-1, 0]","[-1, 0]","[222, 222]","[210, 210]"
212,"[740, 1634]","[824, 1702]",212,"[782.0, 1702]","[782.0, 1634]","[740, 1668.0]","[824, 1668.0]","[229, 229]","[213, 213]","[209, 209]","[-1, 0]"
213,"[848, 1644]","[940, 1709]",213,"[894.0, 1709]","[894.0, 1644]","[848, 1676.5]","[940, 1676.5]","[-1, 0]","[214, 214]","[210, 210]","[212, 212]"
214,"[962, 1637]","[1030, 1695]",214,"[996.0, 1695]","[996.0, 1637]","[962, 1666.0]","[1030, 1666.0]","[-1, 0]","[215, 215]","[-1, 0]","[213, 213]"
215,"[1063, 1644]","[1189, 1695]",215,"[1126.0, 1695]","[1126.0, 1644]","[1063, 1669.5]","[1189, 1669.5]","[232, 232]","[-1, 0]","[-1, 0]","[214, 214]"
216,"[309, 1456]","[355, 1518]",216,"[332.0, 1518]","[332.0, 1456]","[309, 1487.0]","[355, 1487.0]","[197, 197]","[217, 217]","[-1, 0]","[-1, 0]"
217,"[372, 1463]","[563, 1545]",217,"[467.5, 1545]","[467.5, 1463]","[372, 1504.0]","[563, 1504.0]","[198, 198]","[218, 218]","[196, 196]","[216, 216]"
218,"[578, 1463]","[624, 1528]",218,"[601.0, 1528]","[601.0, 1463]","[578, 1495.5]","[624, 1495.5]","[-1, 0]","[219, 219]","[205, 205]","[217, 217]"
219,"[641, 1470]","[807, 1531]",219,"[724.0, 1531]","[724.0, 1470]","[641, 1500.5]","[807, 1500.5]","[209, 209]","[220, 220]","[-1, 0]","[218, 218]"
220,"[822, 1466]","[928, 1548]",220,"[875.0, 1548]","[875.0, 1466]","[822, 1507.0]","[928, 1507.0]","[210, 210]","[221, 221]","[-1, 0]","[219, 219]"
221,"[945, 1480]","[1042, 1545]",221,"[993.5, 1545]","[993.5, 1480]","[945, 1512.5]","[1042, 1512.5]","[-1, 0]","[222, 222]","[-1, 0]","[220, 220]"
222,"[1061, 1473]","[1194, 1538]",222,"[1127.5, 1538]","[1127.5, 1473]","[1061, 1505.5]","[1194, 1505.5]","[211, 211]","[-1, 0]","[207, 207]","[221, 221]"
223,"[1390, 1606]","[1443, 1671]",223,"[1416.5, 1671]","[1416.5, 1606]","[1390, 1638.5]","[1443, 1638.5]","[-1, 0]","[224, 224]","[189, 189]","[-1, 0]"
224,"[1450, 1596]","[1537, 1678]",224,"[1493.5, 1678]","[1493.5, 1596]","[1450, 1637.0]","[1537, 1637.0]","[-1, 0]","[-1, 0]","[190, 190]","[223, 223]"
225,"[307, 1695]","[447, 1784]",225,"[377.0, 1784]","[377.0, 1695]","[307, 1739.5]","[447, 1739.5]","[234, 234]","[226, 226]","[199, 199]","[-1, 0]"
226,"[459, 1706]","[549, 1774]",226,"[504.0, 1774]","[504.0, 1706]","[459, 1740.0]","[549, 1740.0]","[235, 235]","[227, 227]","[201, 201]","[225, 225]"
227,"[568, 1719]","[636, 1791]",227,"[602.0, 1791]","[602.0, 1719]","[568, 1755.0]","[636, 1755.0]","[-1, 0]","[228, 228]","[202, 202]","[226, 226]"
228,"[653, 1709]","[694, 1784]",228,"[673.5, 1784]","[673.5, 1709]","[653, 1746.5]","[694, 1746.5]","[236, 236]","[229, 229]","[-1, 0]","[227, 227]"
229,"[708, 1719]","[786, 1774]",229,"[747.0, 1774]","[747.0, 1719]","[708, 1746.5]","[786, 1746.5]","[-1, 0]","[230, 230]","[212, 212]","[228, 228]"
230,"[800, 1706]","[863, 1784]",230,"[831.5, 1784]","[831.5, 1706]","[800, 1745.0]","[863, 1745.0]","[237, 237]","[231, 231]","[-1, 0]","[229, 229]"
231,"[877, 1712]","[1008, 1788]",231,"[942.5, 1788]","[942.5, 1712]","[877, 1750.0]","[1008, 1750.0]","[238, 238]","[232, 232]","[-1, 0]","[230, 230]"
232,"[1022, 1716]","[1192, 1777]",232,"[1107.0, 1777]","[1107.0, 1716]","[1022, 1746.5]","[1192, 1746.5]","[240, 240]","[-1, 0]","[215, 215]","[231, 231]"
233,"[309, 1777]","[360, 1846]",233,"[334.5, 1846]","[334.5, 1777]","[309, 1811.5]","[360, 1811.5]","[270, 270]","[234, 234]","[225, 225]","[-1, 0]"
234,"[363, 1774]","[462, 1856]",234,"[412.5, 1856]","[412.5, 1774]","[363, 1815.0]","[462, 1815.0]","[271, 271]","[235, 235]","[225, 225]","[233, 233]"
235,"[471, 1784]","[604, 1863]",235,"[537.5, 1863]","[537.5, 1784]","[471, 1823.5]","[604, 1823.5]","[273, 273]","[236, 236]","[226, 226]","[234, 234]"
236,"[616, 1788]","[730, 1856]",236,"[673.0, 1856]","[673.0, 1788]","[616, 1822.0]","[730, 1822.0]","[275, 275]","[237, 237]","[228, 228]","[235, 235]"
237,"[742, 1788]","[918, 1849]",237,"[830.0, 1849]","[830.0, 1788]","[742, 1818.5]","[918, 1818.5]","[-1, 0]","[238, 238]","[230, 230]","[236, 236]"
238,"[933, 1788]","[979, 1849]",238,"[956.0, 1849]","[956.0, 1788]","[933, 1818.5]","[979, 1818.5]","[279, 279]","[239, 239]","[231, 231]","[237, 237]"
239,"[989, 1791]","[1061, 1859]",239,"[1025.0, 1859]","[1025.0, 1791]","[989, 1825.0]","[1061, 1825.0]","[-1, 0]","[240, 240]","[-1, 0]","[238, 238]"
240,"[1076, 1798]","[1204, 1849]",240,"[1140.0, 1849]","[1140.0, 1798]","[1076, 1823.5]","[1204, 1823.5]","[281, 281]","[-1, 0]","[232, 232]","[239, 239]"
241,"[1496, 1798]","[1586, 1866]",241,"[1541.0, 1866]","[1541.0, 1798]","[1496, 1832.0]","[1586, 1832.0]","[288, 288]","[242, 242]","[-1, 0]","[-1, 0]"
242,"[1590, 1812]","[1714, 1876]",242,"[1652.0, 1876]","[1652.0, 1812]","[1590, 1844.0]","[1714, 1844.0]","[289, 289]","[243, 243]","[-1, 0]","[241, 241]"
243,"[1723, 1801]","[1760, 1876]",243,"[1741.5, 1876]","[1741.5, 1801]","[1723, 1838.5]","[1760, 1838.5]","[290, 290]","[244, 244]","[-1, 0]","[242, 242]"
244,"[1767, 1801]","[1827, 1859]",244,"[1797.0, 1859]","[1797.0, 1801]","[1767, 1830.0]","[1827, 1830.0]","[-1, 0]","[245, 245]","[-1, 0]","[243, 243]"
245,"[1837, 1805]","[1941, 1859]",245,"[1889.0, 1859]","[1889.0, 1805]","[1837, 1832.0]","[1941, 1832.0]","[-1, 0]","[246, 246]","[-1, 0]","[244, 244]"
246,"[1955, 1801]","[2069, 1856]",246,"[2012.0, 1856]","[2012.0, 1801]","[1955, 1828.5]","[2069, 1828.5]","[292, 292]","[247, 247]","[-1, 0]","[245, 245]"
247,"[2079, 1798]","[2282, 1859]",247,"[2180.5, 1859]","[2180.5, 1798]","[2079, 1828.5]","[2282, 1828.5]","[294, 294]","[-1, 0]","[-1, 0]","[246, 246]"
248,"[1392, 1962]","[1474, 2023]",248,"[1433.0, 2023]","[1433.0, 1962]","[1392, 1992.5]","[1474, 1992.5]","[-1, 0]","[249, 249]","[287, 287]","[-1, 0]"
249,"[1496, 1958]","[1554, 2020]",249,"[1525.0, 2020]","[1525.0, 1958]","[1496, 1989.0]","[1554, 1989.0]","[-1, 0]","[250, 250]","[288, 288]","[248, 248]"
250,"[1576, 1955]","[1697, 2034]",250,"[1636.5, 2034]","[1636.5, 1955]","[1576, 1994.5]","[1697, 1994.5]","[257, 257]","[251, 251]","[289, 289]","[249, 249]"
251,"[1723, 1962]","[1873, 2023]",251,"[1798.0, 2023]","[1798.0, 1962]","[1723, 1992.5]","[1873, 1992.5]","[258, 258]","[-1, 0]","[-1, 0]","[250, 250]"
252,"[1931, 1955]","[1989, 2034]",252,"[1960.0, 2034]","[1960.0, 1955]","[1931, 1994.5]","[1989, 1994.5]","[-1, 0]","[253, 253]","[291, 291]","[-1, 0]"
253,"[2011, 1955]","[2110, 2034]",253,"[2060.5, 2034]","[2060.5, 1955]","[2011, 1994.5]","[2110, 1994.5]","[260, 260]","[254, 254]","[293, 293]","[252, 252]"
254,"[2134, 1972]","[2173, 2023]",254,"[2153.5, 2023]","[2153.5, 1972]","[2134, 1997.5]","[2173, 1997.5]","[261, 261]","[255, 255]","[294, 294]","[253, 253]"
255,"[2199, 1958]","[2286, 2023]",255,"[2242.5, 2023]","[2242.5, 1958]","[2199, 1990.5]","[2286, 1990.5]","[262, 262]","[-1, 0]","[295, 295]","[254, 254]"
256,"[1390, 2044]","[1576, 2095]",256,"[1483.0, 2095]","[1483.0, 2044]","[1390, 2069.5]","[1576, 2069.5]","[263, 263]","[257, 257]","[-1, 0]","[-1, 0]"
257,"[1610, 2044]","[1709, 2099]",257,"[1659.5, 2099]","[1659.5, 2044]","[1610, 2071.5]","[1709, 2071.5]","[265, 265]","[258, 258]","[250, 250]","[256, 256]"
258,"[1738, 2041]","[1805, 2112]",258,"[1771.5, 2112]","[1771.5, 2041]","[1738, 2076.5]","[1805, 2076.5]","[266, 266]","[259, 259]","[251, 251]","[257, 257]"
259,"[1830, 2037]","[1922, 2102]",259,"[1876.0, 2102]","[1876.0, 2037]","[1830, 2069.5]","[1922, 2069.5]","[-1, 0]","[-1, 0]","[-1, 0]","[258, 258]"
260,"[1977, 2034]","[2108, 2109]",260,"[2042.5, 2109]","[2042.5, 2034]","[1977, 2071.5]","[2108, 2071.5]","[-1, 0]","[261, 261]","[253, 253]","[-1, 0]"
261,"[2129, 2037]","[2173, 2102]",261,"[2151.0, 2102]","[2151.0, 2037]","[2129, 2069.5]","[2173, 2069.5]","[268, 268]","[262, 262]","[254, 254]","[260, 260]"
262,"[2195, 2041]","[2272, 2112]",262,"[2233.5, 2112]","[2233.5, 2041]","[2195, 2076.5]","[2272, 2076.5]","[269, 269]","[-1, 0]","[255, 255]","[261, 261]"
263,"[1385, 2133]","[1535, 2194]",263,"[1460.0, 2194]","[1460.0, 2133]","[1385, 2163.5]","[1535, 2163.5]","[334, 334]","[264, 264]","[256, 256]","[-1, 0]"
264,"[1557, 2136]","[1631, 2188]",264,"[1594.0, 2188]","[1594.0, 2136]","[1557, 2162.0]","[1631, 2162.0]","[335, 335]","[265, 265]","[-1, 0]","[263, 263]"
265,"[1651, 2119]","[1733, 2191]",265,"[1692.0, 2191]","[1692.0, 2119]","[1651, 2155.0]","[1733, 2155.0]","[-1, 0]","[266, 266]","[257, 257]","[264, 264]"
266,"[1752, 2119]","[1834, 2191]",266,"[1793.0, 2191]","[1793.0, 2119]","[1752, 2155.0]","[1834, 2155.0]","[340, 340]","[267, 267]","[258, 258]","[265, 265]"
267,"[1851, 2123]","[2074, 2184]",267,"[1962.5, 2184]","[1962.5, 2123]","[1851, 2153.5]","[2074, 2153.5]","[-1, 0]","[268, 268]","[-1, 0]","[266, 266]"
268,"[2091, 2119]","[2183, 2184]",268,"[2137.0, 2184]","[2137.0, 2119]","[2091, 2151.5]","[2183, 2151.5]","[-1, 0]","[269, 269]","[261, 261]","[267, 267]"
269,"[2197, 2123]","[2282, 2191]",269,"[2239.5, 2191]","[2239.5, 2123]","[2197, 2157.0]","[2282, 2157.0]","[343, 343]","[-1, 0]","[262, 262]","[268, 268]"
270,"[314, 1866]","[382, 1931]",270,"[348.0, 1931]","[348.0, 1866]","[314, 1898.5]","[382, 1898.5]","[276, 276]","[271, 271]","[233, 233]","[-1, 0]"
271,"[399, 1859]","[498, 1941]",271,"[448.5, 1941]","[448.5, 1859]","[399, 1900.0]","[498, 1900.0]","[277, 277]","[272, 272]","[234, 234]","[270, 270]"
272,"[524, 1873]","[573, 1941]",272,"[548.5, 1941]","[548.5, 1873]","[524, 1907.0]","[573, 1907.0]","[278, 278]","[274, 274]","[235, 235]","[271, 271]"
273,"[561, 1880]","[582, 1931]",273,"[571.5, 1931]","[571.5, 1880]","[561, 1905.5]","[582, 1905.5]","[278, 278]","[274, 274]","[235, 235]","[272, 272]"
274,"[611, 1870]","[665, 1938]",274,"[638.0, 1938]","[638.0, 1870]","[611, 1904.0]","[665, 1904.0]","[-1, 0]","[275, 275]","[236, 236]","[273, 273]"
275,"[686, 1866]","[728, 1941]",275,"[707.0, 1941]","[707.0, 1866]","[686, 1903.5]","[728, 1903.5]","[282, 282]","[-1, 0]","[236, 236]","[274, 274]"
276,"[309, 1945]","[396, 2017]",276,"[352.5, 2017]","[352.5, 1945]","[309, 1981.0]","[396, 1981.0]","[296, 296]","[277, 277]","[270, 270]","[-1, 0]"
277,"[408, 1945]","[544, 2020]",277,"[476.0, 2020]","[476.0, 1945]","[408, 1982.5]","[544, 1982.5]","[297, 297]","[278, 278]","[271, 271]","[276, 276]"
278,"[558, 1952]","[595, 2027]",278,"[576.5, 2027]","[576.5, 1952]","[558, 1989.5]","[595, 1989.5]","[298, 298]","[-1, 0]","[273, 273]","[277, 277]"
279,"[834, 1883]","[1027, 1945]",279,"[930.5, 1945]","[930.5, 1883]","[834, 1914.0]","[1027, 1914.0]","[284, 284]","[280, 280]","[238, 238]","[-1, 0]"
280,"[1051, 1880]","[1117, 1935]",280,"[1084.0, 1935]","[1084.0, 1880]","[1051, 1907.5]","[1117, 1907.5]","[285, 285]","[281, 281]","[-1, 0]","[279, 279]"
281,"[1136, 1870]","[1199, 1928]",281,"[1167.5, 1928]","[1167.5, 1870]","[1136, 1899.0]","[1199, 1899.0]","[286, 286]","[-1, 0]","[240, 240]","[280, 280]"
282,"[696, 1952]","[788, 2017]",282,"[742.0, 2017]","[742.0, 1952]","[696, 1984.5]","[788, 1984.5]","[299, 299]","[283, 283]","[275, 275]","[-1, 0]"
283,"[802, 1952]","[858, 2013]",283,"[830.0, 2013]","[830.0, 1952]","[802, 1982.5]","[858, 1982.5]","[300, 300]","[284, 284]","[-1, 0]","[282, 282]"
284,"[873, 1962]","[974, 2013]",284,"[923.5, 2013]","[923.5, 1962]","[873, 1987.5]","[974, 1987.5]","[301, 301]","[285, 285]","[279, 279]","[283, 283]"
285,"[991, 1952]","[1121, 2013]",285,"[1056.0, 2013]","[1056.0, 1952]","[991, 1982.5]","[1121, 1982.5]","[302, 302]","[286, 286]","[280, 280]","[284, 284]"
286,"[1136, 1952]","[1199, 2010]",286,"[1167.5, 2010]","[1167.5, 1952]","[1136, 1981.0]","[1199, 1981.0]","[303, 303]","[-1, 0]","[281, 281]","[285, 285]"
287,"[1392, 1890]","[1467, 1941]",287,"[1429.5, 1941]","[1429.5, 1890]","[1392, 1915.5]","[1467, 1915.5]","[248, 248]","[288, 288]","[-1, 0]","[-1, 0]"
288,"[1482, 1883]","[1586, 1962]",288,"[1534.0, 1962]","[1534.0, 1883]","[1482, 1922.5]","[1586, 1922.5]","[249, 249]","[289, 289]","[241, 241]","[287, 287]"
289,"[1593, 1873]","[1689, 1955]",289,"[1641.0, 1955]","[1641.0, 1873]","[1593, 1914.0]","[1689, 1914.0]","[250, 250]","[290, 290]","[242, 242]","[288, 288]"
290,"[1702, 1880]","[1796, 1945]",290,"[1749.0, 1945]","[1749.0, 1880]","[1702, 1912.5]","[1796, 1912.5]","[-1, 0]","[-1, 0]","[243, 243]","[289, 289]"
291,"[1897, 1894]","[1960, 1952]",291,"[1928.5, 1952]","[1928.5, 1894]","[1897, 1923.0]","[1960, 1923.0]","[252, 252]","[292, 292]","[-1, 0]","[-1, 0]"
292,"[1975, 1880]","[2071, 1948]",292,"[2023.0, 1948]","[2023.0, 1880]","[1975, 1914.0]","[2071, 1914.0]","[253, 253]","[293, 293]","[246, 246]","[291, 291]"
293,"[2083, 1880]","[2129, 1941]",293,"[2106.0, 1941]","[2106.0, 1880]","[2083, 1910.5]","[2129, 1910.5]","[253, 253]","[294, 294]","[-1, 0]","[292, 292]"
294,"[2137, 1873]","[2224, 1958]",294,"[2180.5, 1958]","[2180.5, 1873]","[2137, 1915.5]","[2224, 1915.5]","[254, 254]","[295, 295]","[247, 247]","[293, 293]"
295,"[2231, 1876]","[2277, 1941]",295,"[2254.0, 1941]","[2254.0, 1876]","[2231, 1908.5]","[2277, 1908.5]","[255, 255]","[-1, 0]","[-1, 0]","[294, 294]"
