Unnamed: 0,Top-Left,Bottom-Right,Id,Bottom,Top,Left,Right,Bottom_Box,Right_Box,Top_Box,Left_Box
153,"[1822, 619]","[1936, 684]",153,"[1879.0, 684]","[1879.0, 619]","[1822, 651.5]","[1936, 651.5]","[-1, 0]","[154, 154]","[191, 191]","[152, 152]"
154,"[1938, 619]","[2122, 680]",154,"[2030.0, 680]","[2030.0, 619]","[1938, 649.5]","[2122, 649.5]","[-1, 0]","[155, 155]","[192, 192]","[153, 153]"
155,"[2129, 625]","[2168, 673]",155,"[2148.5, 673]","[2148.5, 625]","[2129, 649.0]","[2168, 649.0]","[-1, 0]","[156, 156]","[193, 193]","[154, 154]"
156,"[2170, 622]","[2274, 677]",156,"[2222.0, 677]","[2222.0, 622]","[2170, 649.5]","[2274, 649.5]","[203, 203]","[157, 157]","[194, 194]","[155, 155]"
157,"[2274, 615]","[2386, 680]",157,"[2330.0, 680]","[2330.0, 615]","[2274, 647.5]","[2386, 647.5]","[204, 204]","[-1, 0]","[196, 196]","[156, 156]"
158,"[205, 509]","[312, 574]",158,"[258.5, 574]","[258.5, 509]","[205, 541.5]","[312, 541.5]","[-1, 0]","[159, 159]","[115, 115]","[-1, 0]"
159,"[314, 513]","[377, 571]",159,"[345.5, 571]","[345.5, 513]","[314, 542.0]","[377, 542.0]","[-1, 0]","[160, 160]","[116, 116]","[158, 158]"
160,"[382, 523]","[522, 574]",160,"[452.0, 574]","[452.0, 523]","[382, 548.5]","[522, 548.5]","[168, 168]","[161, 161]","[117, 117]","[159, 159]"
161,"[529, 516]","[590, 571]",161,"[559.5, 571]","[559.5, 516]","[529, 543.5]","[590, 543.5]","[169, 169]","[162, 162]","[-1, 0]","[160, 160]"
162,"[590, 516]","[771, 578]",162,"[680.5, 578]","[680.5, 516]","[590, 547.0]","[771, 547.0]","[170, 170]","[163, 163]","[120, 120]","[161, 161]"
163,"[776, 509]","[865, 578]",163,"[820.5, 578]","[820.5, 509]","[776, 543.5]","[865, 543.5]","[171, 171]","[164, 164]","[-1, 0]","[162, 162]"
164,"[865, 516]","[899, 571]",164,"[882.0, 571]","[882.0, 516]","[865, 543.5]","[899, 543.5]","[172, 172]","[-1, 0]","[122, 122]","[163, 163]"
165,"[950, 509]","[1109, 574]",165,"[1029.5, 574]","[1029.5, 509]","[950, 541.5]","[1109, 541.5]","[183, 183]","[166, 166]","[-1, 0]","[-1, 0]"
166,"[1109, 502]","[1211, 584]",166,"[1160.0, 584]","[1160.0, 502]","[1109, 543.0]","[1211, 543.0]","[199, 199]","[-1, 0]","[92, 92]","[165, 165]"
167,"[210, 574]","[387, 625]",167,"[298.5, 625]","[298.5, 574]","[210, 599.5]","[387, 599.5]","[174, 174]","[168, 168]","[-1, 0]","[-1, 0]"
168,"[392, 567]","[459, 625]",168,"[425.5, 625]","[425.5, 567]","[392, 596.0]","[459, 596.0]","[-1, 0]","[169, 169]","[160, 160]","[167, 167]"
169,"[466, 567]","[657, 629]",169,"[561.5, 629]","[561.5, 567]","[466, 598.0]","[657, 598.0]","[-1, 0]","[170, 170]","[161, 161]","[168, 168]"
170,"[660, 567]","[732, 625]",170,"[696.0, 625]","[696.0, 567]","[660, 596.0]","[732, 596.0]","[178, 178]","[171, 171]","[162, 162]","[169, 169]"
171,"[732, 557]","[875, 636]",171,"[803.5, 636]","[803.5, 557]","[732, 596.5]","[875, 596.5]","[-1, 0]","[172, 172]","[163, 163]","[170, 170]"
172,"[877, 574]","[902, 615]",172,"[889.5, 615]","[889.5, 574]","[877, 594.5]","[902, 594.5]","[-1, 0]","[-1, 0]","[164, 164]","[171, 171]"
173,"[210, 622]","[292, 673]",173,"[251.0, 673]","[251.0, 622]","[210, 647.5]","[292, 647.5]","[-1, 0]","[174, 174]","[-1, 0]","[-1, 0]"
174,"[285, 629]","[338, 670]",174,"[311.5, 670]","[311.5, 629]","[285, 649.5]","[338, 649.5]","[-1, 0]","[175, 175]","[167, 167]","[173, 173]"
175,"[343, 619]","[411, 673]",175,"[377.0, 673]","[377.0, 619]","[343, 646.0]","[411, 646.0]","[129, 129]","[176, 176]","[-1, 0]","[174, 174]"
176,"[418, 619]","[585, 680]",176,"[501.5, 680]","[501.5, 619]","[418, 649.5]","[585, 649.5]","[-1, 0]","[177, 177]","[-1, 0]","[175, 175]"
177,"[592, 615]","[686, 680]",177,"[639.0, 680]","[639.0, 615]","[592, 647.5]","[686, 647.5]","[130, 130]","[178, 178]","[-1, 0]","[176, 176]"
178,"[689, 622]","[759, 677]",178,"[724.0, 677]","[724.0, 622]","[689, 649.5]","[759, 649.5]","[131, 131]","[132, 132]","[170, 170]","[177, 177]"
179,"[208, 786]","[268, 831]",179,"[238.0, 831]","[238.0, 786]","[208, 808.5]","[268, 808.5]","[225, 225]","[181, 181]","[205, 205]","[-1, 0]"
180,"[379, 772]","[450, 831]",180,"[414.5, 831]","[414.5, 772]","[379, 801.5]","[450, 801.5]","[227, 227]","[182, 182]","[207, 207]","[181, 181]"
181,"[276, 779]","[377, 834]",181,"[326.5, 834]","[326.5, 779]","[276, 806.5]","[377, 806.5]","[226, 226]","[180, 180]","[206, 206]","[179, 179]"
182,"[445, 769]","[544, 834]",182,"[494.5, 834]","[494.5, 769]","[445, 801.5]","[544, 801.5]","[-1, 0]","[501, 501]","[-1, 0]","[180, 180]"
183,"[1003, 564]","[1105, 632]",183,"[1054.0, 632]","[1054.0, 564]","[1003, 598.0]","[1105, 598.0]","[198, 198]","[184, 184]","[165, 165]","[-1, 0]"
184,"[1105, 557]","[1165, 636]",184,"[1135.0, 636]","[1135.0, 557]","[1105, 596.5]","[1165, 596.5]","[-1, 0]","[185, 185]","[-1, 0]","[183, 183]"
185,"[1167, 571]","[1293, 629]",185,"[1230.0, 629]","[1230.0, 571]","[1167, 600.0]","[1293, 600.0]","[-1, 0]","[186, 186]","[-1, 0]","[184, 184]"
186,"[1300, 567]","[1419, 619]",186,"[1359.5, 619]","[1359.5, 567]","[1300, 593.0]","[1419, 593.0]","[-1, 0]","[187, 187]","[-1, 0]","[185, 185]"
187,"[1426, 571]","[1528, 622]",187,"[1477.0, 622]","[1477.0, 571]","[1426, 596.5]","[1528, 596.5]","[-1, 0]","[188, 188]","[-1, 0]","[186, 186]"
188,"[1535, 567]","[1644, 622]",188,"[1589.5, 622]","[1589.5, 567]","[1535, 594.5]","[1644, 594.5]","[150, 150]","[-1, 0]","[-1, 0]","[187, 187]"
189,"[1689, 567]","[1740, 632]",189,"[1714.5, 632]","[1714.5, 567]","[1689, 599.5]","[1740, 599.5]","[-1, 0]","[190, 190]","[143, 143]","[-1, 0]"
190,"[1733, 557]","[1837, 639]",190,"[1785.0, 639]","[1785.0, 557]","[1733, 598.0]","[1837, 598.0]","[498, 498]","[191, 191]","[144, 144]","[189, 189]"
191,"[1830, 564]","[1941, 629]",191,"[1885.5, 629]","[1885.5, 564]","[1830, 596.5]","[1941, 596.5]","[153, 153]","[192, 192]","[145, 145]","[190, 190]"
192,"[1948, 571]","[2093, 622]",192,"[2020.5, 622]","[2020.5, 571]","[1948, 596.5]","[2093, 596.5]","[154, 154]","[193, 193]","[146, 146]","[191, 191]"
193,"[2098, 567]","[2216, 632]",193,"[2157.0, 632]","[2157.0, 567]","[2098, 599.5]","[2216, 599.5]","[155, 155]","[194, 194]","[147, 147]","[192, 192]"
194,"[2216, 567]","[2267, 625]",194,"[2241.5, 625]","[2241.5, 567]","[2216, 596.0]","[2267, 596.0]","[156, 156]","[195, 195]","[148, 148]","[193, 193]"
195,"[2267, 571]","[2299, 625]",195,"[2283.0, 625]","[2283.0, 571]","[2267, 598.0]","[2299, 598.0]","[-1, 0]","[196, 196]","[148, 148]","[194, 194]"
196,"[2303, 561]","[2383, 629]",196,"[2343.0, 629]","[2343.0, 561]","[2303, 595.0]","[2383, 595.0]","[157, 157]","[-1, 0]","[149, 149]","[195, 195]"
197,"[952, 622]","[1027, 673]",197,"[989.5, 673]","[989.5, 622]","[952, 647.5]","[1027, 647.5]","[-1, 0]","[198, 198]","[-1, 0]","[-1, 0]"
198,"[1032, 622]","[1100, 677]",198,"[1066.0, 677]","[1066.0, 622]","[1032, 649.5]","[1100, 649.5]","[133, 133]","[199, 199]","[183, 183]","[197, 197]"
199,"[1100, 612]","[1223, 704]",199,"[1161.5, 704]","[1161.5, 612]","[1100, 658.0]","[1223, 658.0]","[134, 134]","[200, 200]","[166, 166]","[198, 198]"
200,"[1223, 622]","[1426, 684]",200,"[1324.5, 684]","[1324.5, 622]","[1223, 653.0]","[1426, 653.0]","[-1, 0]","[-1, 0]","[-1, 0]","[199, 199]"
201,"[1851, 677]","[2059, 728]",201,"[1955.0, 728]","[1955.0, 677]","[1851, 702.5]","[2059, 702.5]","[-1, 0]","[202, 202]","[-1, 0]","[498, 498]"
202,"[2059, 673]","[2158, 738]",202,"[2108.5, 738]","[2108.5, 673]","[2059, 705.5]","[2158, 705.5]","[222, 222]","[203, 203]","[-1, 0]","[201, 201]"
203,"[2158, 677]","[2257, 731]",203,"[2207.5, 731]","[2207.5, 677]","[2158, 704.0]","[2257, 704.0]","[223, 223]","[204, 204]","[156, 156]","[202, 202]"
204,"[2265, 673]","[2386, 738]",204,"[2325.5, 738]","[2325.5, 673]","[2265, 705.5]","[2386, 705.5]","[224, 224]","[-1, 0]","[157, 157]","[203, 203]"
205,"[210, 735]","[283, 772]",205,"[246.5, 772]","[246.5, 735]","[210, 753.5]","[283, 753.5]","[179, 179]","[206, 206]","[-1, 0]","[-1, 0]"
206,"[292, 735]","[326, 769]",206,"[309.0, 769]","[309.0, 735]","[292, 752.0]","[326, 752.0]","[181, 181]","[207, 207]","[-1, 0]","[205, 205]"
207,"[336, 725]","[450, 776]",207,"[393.0, 776]","[393.0, 725]","[336, 750.5]","[450, 750.5]","[180, 180]","[208, 208]","[129, 129]","[206, 206]"
208,"[457, 725]","[616, 776]",208,"[536.5, 776]","[536.5, 725]","[457, 750.5]","[616, 750.5]","[-1, 0]","[209, 209]","[-1, 0]","[207, 207]"
209,"[621, 721]","[684, 779]",209,"[652.5, 779]","[652.5, 721]","[621, 750.0]","[684, 750.0]","[501, 501]","[210, 210]","[130, 130]","[208, 208]"
210,"[691, 728]","[812, 783]",210,"[751.5, 783]","[751.5, 728]","[691, 755.5]","[812, 755.5]","[499, 499]","[211, 211]","[131, 131]","[209, 209]"
211,"[819, 728]","[904, 783]",211,"[861.5, 783]","[861.5, 728]","[819, 755.5]","[904, 755.5]","[502, 502]","[-1, 0]","[-1, 0]","[210, 210]"
212,"[952, 711]","[1018, 783]",212,"[985.0, 783]","[985.0, 711]","[952, 747.0]","[1018, 747.0]","[503, 503]","[213, 213]","[-1, 0]","[-1, 0]"
213,"[1015, 721]","[1160, 796]",213,"[1087.5, 796]","[1087.5, 721]","[1015, 758.5]","[1160, 758.5]","[-1, 0]","[214, 214]","[-1, 0]","[212, 212]"
214,"[1165, 728]","[1332, 779]",214,"[1248.5, 779]","[1248.5, 728]","[1165, 753.5]","[1332, 753.5]","[-1, 0]","[215, 215]","[135, 135]","[213, 213]"
215,"[1332, 728]","[1424, 783]",215,"[1378.0, 783]","[1378.0, 728]","[1332, 755.5]","[1424, 755.5]","[-1, 0]","[-1, 0]","[136, 136]","[214, 214]"
216,"[1467, 711]","[1566, 790]",216,"[1516.5, 790]","[1516.5, 711]","[1467, 750.5]","[1566, 750.5]","[-1, 0]","[217, 217]","[137, 137]","[-1, 0]"
217,"[1564, 731]","[1612, 776]",217,"[1588.0, 776]","[1588.0, 731]","[1564, 753.5]","[1612, 753.5]","[508, 508]","[-1, 0]","[138, 138]","[216, 216]"
218,"[1689, 714]","[1772, 786]",218,"[1730.5, 786]","[1730.5, 714]","[1689, 750.0]","[1772, 750.0]","[-1, 0]","[-1, 0]","[151, 151]","[-1, 0]"
219,"[1827, 721]","[1977, 783]",219,"[1902.0, 783]","[1902.0, 721]","[1827, 752.0]","[1977, 752.0]","[510, 510]","[220, 220]","[-1, 0]","[-1, 0]"
220,"[1989, 735]","[2023, 769]",220,"[2006.0, 769]","[2006.0, 735]","[1989, 752.0]","[2023, 752.0]","[-1, 0]","[221, 221]","[-1, 0]","[219, 219]"
221,"[2025, 711]","[2098, 779]",221,"[2061.5, 779]","[2061.5, 711]","[2025, 745.0]","[2098, 745.0]","[511, 511]","[222, 222]","[-1, 0]","[220, 220]"
222,"[2096, 721]","[2170, 779]",222,"[2133.0, 779]","[2133.0, 721]","[2096, 750.0]","[2170, 750.0]","[512, 512]","[223, 223]","[202, 202]","[221, 221]"
223,"[2168, 721]","[2277, 800]",223,"[2222.5, 800]","[2222.5, 721]","[2168, 760.5]","[2277, 760.5]","[243, 243]","[224, 224]","[203, 203]","[222, 222]"
224,"[2282, 731]","[2376, 772]",224,"[2329.0, 772]","[2329.0, 731]","[2282, 751.5]","[2376, 751.5]","[-1, 0]","[-1, 0]","[204, 204]","[223, 223]"
225,"[205, 820]","[292, 885]",225,"[248.5, 885]","[248.5, 820]","[205, 852.5]","[292, 852.5]","[514, 514]","[226, 226]","[179, 179]","[-1, 0]"
226,"[271, 824]","[334, 885]",226,"[302.5, 885]","[302.5, 824]","[271, 854.5]","[334, 854.5]","[-1, 0]","[227, 227]","[181, 181]","[225, 225]"
227,"[329, 817]","[493, 892]",227,"[411.0, 892]","[411.0, 817]","[329, 854.5]","[493, 854.5]","[-1, 0]","[228, 228]","[180, 180]","[226, 226]"
228,"[493, 827]","[602, 882]",228,"[547.5, 882]","[547.5, 827]","[493, 854.5]","[602, 854.5]","[-1, 0]","[229, 229]","[-1, 0]","[227, 227]"
229,"[602, 827]","[653, 885]",229,"[627.5, 885]","[627.5, 827]","[602, 856.0]","[653, 856.0]","[517, 517]","[230, 230]","[501, 501]","[228, 228]"
230,"[650, 824]","[798, 889]",230,"[724.0, 889]","[724.0, 824]","[650, 856.5]","[798, 856.5]","[518, 518]","[231, 231]","[499, 499]","[229, 229]"
231,"[795, 827]","[899, 878]",231,"[847.0, 878]","[847.0, 827]","[795, 852.5]","[899, 852.5]","[519, 519]","[-1, 0]","[502, 502]","[230, 230]"
232,"[952, 820]","[1066, 885]",232,"[1009.0, 885]","[1009.0, 820]","[952, 852.5]","[1066, 852.5]","[-1, 0]","[233, 233]","[503, 503]","[-1, 0]"
233,"[1068, 824]","[1160, 892]",233,"[1114.0, 892]","[1114.0, 824]","[1068, 858.0]","[1160, 858.0]","[-1, 0]","[234, 234]","[-1, 0]","[232, 232]"
234,"[1165, 820]","[1240, 889]",234,"[1202.5, 889]","[1202.5, 820]","[1165, 854.5]","[1240, 854.5]","[-1, 0]","[235, 235]","[505, 505]","[233, 233]"
235,"[1238, 824]","[1385, 885]",235,"[1311.5, 885]","[1311.5, 824]","[1238, 854.5]","[1385, 854.5]","[525, 525]","[236, 236]","[506, 506]","[234, 234]"
236,"[1385, 827]","[1508, 892]",236,"[1446.5, 892]","[1446.5, 827]","[1385, 859.5]","[1508, 859.5]","[527, 527]","[237, 237]","[507, 507]","[235, 235]"
237,"[1513, 824]","[1648, 885]",237,"[1580.5, 885]","[1580.5, 824]","[1513, 854.5]","[1648, 854.5]","[528, 528]","[-1, 0]","[508, 508]","[236, 236]"
238,"[1692, 827]","[1760, 882]",238,"[1726.0, 882]","[1726.0, 827]","[1692, 854.5]","[1760, 854.5]","[529, 529]","[240, 240]","[-1, 0]","[-1, 0]"
239,"[1745, 837]","[1767, 872]",239,"[1756.0, 872]","[1756.0, 837]","[1745, 854.5]","[1767, 854.5]","[529, 529]","[240, 240]","[509, 509]","[238, 238]"
240,"[1762, 824]","[1948, 889]",240,"[1855.0, 889]","[1855.0, 824]","[1762, 856.5]","[1948, 856.5]","[530, 530]","[241, 241]","[-1, 0]","[239, 239]"
241,"[1953, 831]","[2009, 875]",241,"[1981.0, 875]","[1981.0, 831]","[1953, 853.0]","[2009, 853.0]","[532, 532]","[242, 242]","[-1, 0]","[240, 240]"
242,"[2004, 824]","[2166, 885]",242,"[2085.0, 885]","[2085.0, 824]","[2004, 854.5]","[2166, 854.5]","[533, 533]","[243, 243]","[-1, 0]","[241, 241]"
243,"[2168, 820]","[2265, 885]",243,"[2216.5, 885]","[2216.5, 820]","[2168, 852.5]","[2265, 852.5]","[534, 534]","[244, 244]","[223, 223]","[242, 242]"
244,"[2265, 820]","[2381, 885]",244,"[2323.0, 885]","[2323.0, 820]","[2265, 852.5]","[2381, 852.5]","[535, 535]","[-1, 0]","[-1, 0]","[243, 243]"
245,"[208, 930]","[297, 984]",245,"[252.5, 984]","[252.5, 930]","[208, 957.0]","[297, 957.0]","[520, 520]","[246, 246]","[514, 514]","[-1, 0]"
246,"[305, 919]","[379, 988]",246,"[342.0, 988]","[342.0, 919]","[305, 953.5]","[379, 953.5]","[521, 521]","[247, 247]","[-1, 0]","[245, 245]"
247,"[379, 930]","[430, 988]",247,"[404.5, 988]","[404.5, 930]","[379, 959.0]","[430, 959.0]","[-1, 0]","[248, 248]","[515, 515]","[246, 246]"
248,"[433, 933]","[471, 984]",248,"[452.0, 984]","[452.0, 933]","[433, 958.5]","[471, 958.5]","[522, 522]","[249, 249]","[-1, 0]","[247, 247]"
249,"[466, 933]","[621, 995]",249,"[543.5, 995]","[543.5, 933]","[466, 964.0]","[621, 964.0]","[523, 523]","[250, 250]","[-1, 0]","[248, 248]"
250,"[624, 919]","[696, 988]",250,"[660.0, 988]","[660.0, 919]","[624, 953.5]","[696, 953.5]","[-1, 0]","[251, 251]","[-1, 0]","[249, 249]"
251,"[701, 937]","[897, 988]",251,"[799.0, 988]","[799.0, 937]","[701, 962.5]","[897, 962.5]","[-1, 0]","[-1, 0]","[-1, 0]","[250, 250]"
252,"[935, 854]","[1225, 1008]",252,"[1080.0, 1008]","[1080.0, 854]","[935, 931.0]","[1225, 931.0]","[-1, 0]","[525, 525]","[504, 504]","[-1, 0]"
253,"[1034, 926]","[1121, 991]",253,"[1077.5, 991]","[1077.5, 926]","[1034, 958.5]","[1121, 958.5]","[537, 537]","[254, 254]","[-1, 0]","[-1, 0]"
254,"[1124, 933]","[1187, 988]",254,"[1155.5, 988]","[1155.5, 933]","[1124, 960.5]","[1187, 960.5]","[-1, 0]","[255, 255]","[-1, 0]","[253, 253]"
255,"[1192, 930]","[1274, 981]",255,"[1233.0, 981]","[1233.0, 930]","[1192, 955.5]","[1274, 955.5]","[-1, 0]","[256, 256]","[-1, 0]","[254, 254]"
256,"[1283, 930]","[1322, 981]",256,"[1302.5, 981]","[1302.5, 930]","[1283, 955.5]","[1322, 955.5]","[-1, 0]","[257, 257]","[525, 525]","[255, 255]"
257,"[1327, 919]","[1399, 988]",257,"[1363.0, 988]","[1363.0, 919]","[1327, 953.5]","[1399, 953.5]","[539, 539]","[258, 258]","[-1, 0]","[256, 256]"
258,"[1407, 937]","[1528, 991]",258,"[1467.5, 991]","[1467.5, 937]","[1407, 964.0]","[1528, 964.0]","[540, 540]","[259, 259]","[527, 527]","[257, 257]"
259,"[1540, 937]","[1646, 991]",259,"[1593.0, 991]","[1593.0, 937]","[1540, 964.0]","[1646, 964.0]","[541, 541]","[-1, 0]","[528, 528]","[258, 258]"
260,"[1697, 933]","[1830, 984]",260,"[1763.5, 984]","[1763.5, 933]","[1697, 958.5]","[1830, 958.5]","[-1, 0]","[261, 261]","[529, 529]","[-1, 0]"
261,"[1842, 930]","[1965, 981]",261,"[1903.5, 981]","[1903.5, 930]","[1842, 955.5]","[1965, 955.5]","[-1, 0]","[262, 262]","[531, 531]","[260, 260]"
262,"[1975, 933]","[2035, 978]",262,"[2005.0, 978]","[2005.0, 933]","[1975, 955.5]","[2035, 955.5]","[-1, 0]","[263, 263]","[532, 532]","[261, 261]"
263,"[2045, 937]","[2183, 978]",263,"[2114.0, 978]","[2114.0, 937]","[2045, 957.5]","[2183, 957.5]","[-1, 0]","[264, 264]","[-1, 0]","[262, 262]"
264,"[2192, 933]","[2231, 984]",264,"[2211.5, 984]","[2211.5, 933]","[2192, 958.5]","[2231, 958.5]","[-1, 0]","[265, 265]","[534, 534]","[263, 263]"
265,"[2238, 933]","[2381, 984]",265,"[2309.5, 984]","[2309.5, 933]","[2238, 958.5]","[2381, 958.5]","[-1, 0]","[-1, 0]","[535, 535]","[264, 264]"
266,"[256, 1032]","[338, 1094]",266,"[297.0, 1094]","[297.0, 1032]","[256, 1063.0]","[338, 1063.0]","[-1, 0]","[267, 267]","[-1, 0]","[-1, 0]"
267,"[346, 1039]","[440, 1090]",267,"[393.0, 1090]","[393.0, 1039]","[346, 1064.5]","[440, 1064.5]","[285, 285]","[268, 268]","[-1, 0]","[266, 266]"
268,"[450, 1025]","[568, 1094]",268,"[509.0, 1094]","[509.0, 1025]","[450, 1059.5]","[568, 1059.5]","[-1, 0]","[269, 269]","[523, 523]","[267, 267]"
269,"[575, 1025]","[667, 1090]",269,"[621.0, 1090]","[621.0, 1025]","[575, 1057.5]","[667, 1057.5]","[-1, 0]","[270, 270]","[524, 524]","[268, 268]"
270,"[679, 1032]","[776, 1087]",270,"[727.5, 1087]","[727.5, 1032]","[679, 1059.5]","[776, 1059.5]","[288, 288]","[271, 271]","[-1, 0]","[269, 269]"
271,"[786, 1036]","[902, 1087]",271,"[844.0, 1087]","[844.0, 1036]","[786, 1061.5]","[902, 1061.5]","[289, 289]","[-1, 0]","[-1, 0]","[270, 270]"
272,"[957, 1039]","[1105, 1090]",272,"[1031.0, 1090]","[1031.0, 1039]","[957, 1064.5]","[1105, 1064.5]","[290, 290]","[273, 273]","[-1, 0]","[-1, 0]"
273,"[1107, 1025]","[1218, 1094]",273,"[1162.5, 1094]","[1162.5, 1025]","[1107, 1059.5]","[1218, 1059.5]","[292, 292]","[274, 274]","[-1, 0]","[272, 272]"
274,"[1218, 1036]","[1419, 1087]",274,"[1318.5, 1087]","[1318.5, 1036]","[1218, 1061.5]","[1419, 1061.5]","[-1, 0]","[275, 275]","[539, 539]","[273, 273]"
275,"[1424, 1025]","[1520, 1090]",275,"[1472.0, 1090]","[1472.0, 1025]","[1424, 1057.5]","[1520, 1057.5]","[295, 295]","[-1, 0]","[-1, 0]","[274, 274]"
276,"[1590, 1046]","[1612, 1083]",276,"[1601.0, 1083]","[1601.0, 1046]","[1590, 1064.5]","[1612, 1064.5]","[296, 296]","[297, 297]","[541, 541]","[548, 548]"
277,"[1694, 1036]","[1798, 1090]",277,"[1746.0, 1090]","[1746.0, 1036]","[1694, 1063.0]","[1798, 1063.0]","[-1, 0]","[278, 278]","[-1, 0]","[-1, 0]"
278,"[1801, 1039]","[1907, 1090]",278,"[1854.0, 1090]","[1854.0, 1039]","[1801, 1064.5]","[1907, 1064.5]","[-1, 0]","[279, 279]","[-1, 0]","[277, 277]"
279,"[1917, 1039]","[2038, 1090]",279,"[1977.5, 1090]","[1977.5, 1039]","[1917, 1064.5]","[2038, 1064.5]","[300, 300]","[280, 280]","[543, 543]","[278, 278]"
280,"[2045, 1032]","[2154, 1083]",280,"[2099.5, 1083]","[2099.5, 1032]","[2045, 1057.5]","[2154, 1057.5]","[302, 302]","[281, 281]","[544, 544]","[279, 279]"
281,"[2156, 1029]","[2250, 1094]",281,"[2203.0, 1094]","[2203.0, 1029]","[2156, 1061.5]","[2250, 1061.5]","[-1, 0]","[282, 282]","[-1, 0]","[280, 280]"
282,"[2250, 1029]","[2301, 1094]",282,"[2275.5, 1094]","[2275.5, 1029]","[2250, 1061.5]","[2301, 1061.5]","[-1, 0]","[283, 283]","[545, 545]","[281, 281]"
283,"[2303, 1025]","[2388, 1097]",283,"[2345.5, 1097]","[2345.5, 1025]","[2303, 1061.0]","[2388, 1061.0]","[305, 305]","[-1, 0]","[546, 546]","[282, 282]"
284,"[210, 1094]","[268, 1138]",284,"[239.0, 1138]","[239.0, 1094]","[210, 1116.0]","[268, 1116.0]","[-1, 0]","[285, 285]","[-1, 0]","[-1, 0]"
285,"[278, 1087]","[508, 1148]",285,"[393.0, 1148]","[393.0, 1087]","[278, 1117.5]","[508, 1117.5]","[-1, 0]","[286, 286]","[267, 267]","[284, 284]"
286,"[510, 1077]","[619, 1155]",286,"[564.5, 1155]","[564.5, 1077]","[510, 1116.0]","[619, 1116.0]","[-1, 0]","[287, 287]","[-1, 0]","[285, 285]"
287,"[619, 1080]","[691, 1148]",287,"[655.0, 1148]","[655.0, 1080]","[619, 1114.0]","[691, 1114.0]","[309, 309]","[288, 288]","[-1, 0]","[286, 286]"
288,"[689, 1083]","[764, 1152]",288,"[726.5, 1152]","[726.5, 1083]","[689, 1117.5]","[764, 1117.5]","[310, 310]","[289, 289]","[270, 270]","[287, 287]"
289,"[764, 1087]","[904, 1148]",289,"[834.0, 1148]","[834.0, 1087]","[764, 1117.5]","[904, 1117.5]","[312, 312]","[-1, 0]","[271, 271]","[288, 288]"
290,"[952, 1087]","[1061, 1142]",290,"[1006.5, 1142]","[1006.5, 1087]","[952, 1114.5]","[1061, 1114.5]","[314, 314]","[291, 291]","[272, 272]","[-1, 0]"
291,"[1066, 1083]","[1136, 1138]",291,"[1101.0, 1138]","[1101.0, 1083]","[1066, 1110.5]","[1136, 1110.5]","[315, 315]","[292, 292]","[-1, 0]","[290, 290]"
292,"[1136, 1083]","[1204, 1142]",292,"[1170.0, 1142]","[1170.0, 1083]","[1136, 1112.5]","[1204, 1112.5]","[-1, 0]","[293, 293]","[273, 273]","[291, 291]"
293,"[1204, 1087]","[1327, 1138]",293,"[1265.5, 1138]","[1265.5, 1087]","[1204, 1112.5]","[1327, 1112.5]","[-1, 0]","[294, 294]","[-1, 0]","[292, 292]"
294,"[1334, 1087]","[1409, 1142]",294,"[1371.5, 1142]","[1371.5, 1087]","[1334, 1114.5]","[1409, 1114.5]","[317, 317]","[295, 295]","[-1, 0]","[293, 293]"
295,"[1421, 1090]","[1525, 1142]",295,"[1473.0, 1142]","[1473.0, 1090]","[1421, 1116.0]","[1525, 1116.0]","[-1, 0]","[548, 548]","[275, 275]","[294, 294]"
296,"[1593, 1104]","[1612, 1131]",296,"[1602.5, 1131]","[1602.5, 1104]","[1593, 1117.5]","[1612, 1117.5]","[547, 547]","[-1, 0]","[276, 276]","[-1, 0]"
297,"[1595, 1025]","[1646, 1152]",297,"[1620.5, 1152]","[1620.5, 1025]","[1595, 1088.5]","[1646, 1088.5]","[547, 547]","[-1, 0]","[541, 541]","[548, 548]"
298,"[1694, 1083]","[1873, 1145]",298,"[1783.5, 1145]","[1783.5, 1083]","[1694, 1114.0]","[1873, 1114.0]","[-1, 0]","[299, 299]","[-1, 0]","[-1, 0]"
299,"[1873, 1094]","[1919, 1135]",299,"[1896.0, 1135]","[1896.0, 1094]","[1873, 1114.5]","[1919, 1114.5]","[321, 321]","[300, 300]","[-1, 0]","[298, 298]"
300,"[1919, 1090]","[2009, 1131]",300,"[1964.0, 1131]","[1964.0, 1090]","[1919, 1110.5]","[2009, 1110.5]","[-1, 0]","[302, 302]","[279, 279]","[299, 299]"
301,"[2011, 1101]","[2030, 1128]",301,"[2020.5, 1128]","[2020.5, 1101]","[2011, 1114.5]","[2030, 1114.5]","[-1, 0]","[302, 302]","[-1, 0]","[300, 300]"
302,"[2038, 1087]","[2129, 1138]",302,"[2083.5, 1138]","[2083.5, 1087]","[2038, 1112.5]","[2129, 1112.5]","[322, 322]","[303, 303]","[280, 280]","[301, 301]"
303,"[2129, 1090]","[2183, 1135]",303,"[2156.0, 1135]","[2156.0, 1090]","[2129, 1112.5]","[2183, 1112.5]","[323, 323]","[304, 304]","[-1, 0]","[302, 302]"
304,"[2163, 1080]","[2325, 1145]",304,"[2244.0, 1145]","[2244.0, 1080]","[2163, 1112.5]","[2325, 1112.5]","[-1, 0]","[305, 305]","[-1, 0]","[303, 303]"
