Unnamed: 0,Top-Left,Bottom-Right,Id,Bottom,Top,Left,Right,Bottom_Box,Right_Box,Top_Box,Left_Box
148,"[1112, 2085]","[1242, 2160]",148,"[1177.0, 2160]","[1177.0, 2085]","[1112, 2122.5]","[1242, 2122.5]","[-1, 0]","[149, 149]","[-1, 0]","[147, 147]"
149,"[1267, 2078]","[1392, 2143]",149,"[1329.5, 2143]","[1329.5, 2078]","[1267, 2110.5]","[1392, 2110.5]","[158, 158]","[150, 150]","[-1, 0]","[148, 148]"
150,"[1421, 2078]","[1595, 2153]",150,"[1508.0, 2153]","[1508.0, 2078]","[1421, 2115.5]","[1595, 2115.5]","[-1, 0]","[151, 151]","[-1, 0]","[149, 149]"
151,"[1624, 2078]","[1767, 2153]",151,"[1695.5, 2153]","[1695.5, 2078]","[1624, 2115.5]","[1767, 2115.5]","[159, 159]","[152, 152]","[-1, 0]","[150, 150]"
152,"[1789, 2082]","[1924, 2133]",152,"[1856.5, 2133]","[1856.5, 2082]","[1789, 2107.5]","[1924, 2107.5]","[160, 160]","[153, 153]","[-1, 0]","[151, 151]"
153,"[1953, 2075]","[2199, 2146]",153,"[2076.0, 2146]","[2076.0, 2075]","[1953, 2110.5]","[2199, 2110.5]","[161, 161]","[-1, 0]","[-1, 0]","[152, 152]"
154,"[273, 2153]","[474, 2215]",154,"[373.5, 2215]","[373.5, 2153]","[273, 2184.0]","[474, 2184.0]","[162, 162]","[155, 155]","[-1, 0]","[-1, 0]"
155,"[505, 2160]","[769, 2222]",155,"[637.0, 2222]","[637.0, 2160]","[505, 2191.0]","[769, 2191.0]","[163, 163]","[156, 156]","[-1, 0]","[154, 154]"
156,"[793, 2146]","[844, 2211]",156,"[818.5, 2211]","[818.5, 2146]","[793, 2178.5]","[844, 2178.5]","[-1, 0]","[157, 157]","[-1, 0]","[155, 155]"
157,"[873, 2150]","[1141, 2225]",157,"[1007.0, 2225]","[1007.0, 2150]","[873, 2187.5]","[1141, 2187.5]","[164, 164]","[158, 158]","[147, 147]","[156, 156]"
158,"[1172, 2160]","[1513, 2222]",158,"[1342.5, 2222]","[1342.5, 2160]","[1172, 2191.0]","[1513, 2191.0]","[-1, 0]","[159, 159]","[149, 149]","[157, 157]"
159,"[1549, 2153]","[1762, 2218]",159,"[1655.5, 2218]","[1655.5, 2153]","[1549, 2185.5]","[1762, 2185.5]","[-1, 0]","[160, 160]","[151, 151]","[158, 158]"
160,"[1793, 2164]","[1907, 2205]",160,"[1850.0, 2205]","[1850.0, 2164]","[1793, 2184.5]","[1907, 2184.5]","[-1, 0]","[161, 161]","[152, 152]","[159, 159]"
161,"[1943, 2160]","[2195, 2211]",161,"[2069.0, 2211]","[2069.0, 2160]","[1943, 2185.5]","[2195, 2185.5]","[167, 167]","[-1, 0]","[153, 153]","[160, 160]"
162,"[273, 2229]","[537, 2300]",162,"[405.0, 2300]","[405.0, 2229]","[273, 2264.5]","[537, 2264.5]","[168, 168]","[163, 163]","[154, 154]","[-1, 0]"
163,"[553, 2229]","[691, 2307]",163,"[622.0, 2307]","[622.0, 2229]","[553, 2268.0]","[691, 2268.0]","[169, 169]","[164, 164]","[155, 155]","[162, 162]"
164,"[703, 2218]","[1242, 2314]",164,"[972.5, 2314]","[972.5, 2218]","[703, 2266.0]","[1242, 2266.0]","[171, 171]","[165, 165]","[157, 157]","[163, 163]"
165,"[1262, 2229]","[1547, 2304]",165,"[1404.5, 2304]","[1404.5, 2229]","[1262, 2266.5]","[1547, 2266.5]","[173, 173]","[166, 166]","[-1, 0]","[164, 164]"
166,"[1566, 2232]","[1837, 2280]",166,"[1701.5, 2280]","[1701.5, 2232]","[1566, 2256.0]","[1837, 2256.0]","[-1, 0]","[167, 167]","[-1, 0]","[165, 165]"
167,"[1861, 2229]","[2195, 2304]",167,"[2028.0, 2304]","[2028.0, 2229]","[1861, 2266.5]","[2195, 2266.5]","[175, 175]","[-1, 0]","[161, 161]","[166, 166]"
168,"[273, 2304]","[474, 2379]",168,"[373.5, 2379]","[373.5, 2304]","[273, 2341.5]","[474, 2341.5]","[176, 176]","[169, 169]","[162, 162]","[-1, 0]"
169,"[505, 2293]","[728, 2355]",169,"[616.5, 2355]","[616.5, 2293]","[505, 2324.0]","[728, 2324.0]","[177, 177]","[170, 170]","[163, 163]","[168, 168]"
170,"[757, 2307]","[877, 2375]",170,"[817.0, 2375]","[817.0, 2307]","[757, 2341.0]","[877, 2341.0]","[178, 178]","[171, 171]","[-1, 0]","[169, 169]"
171,"[906, 2304]","[1092, 2355]",171,"[999.0, 2355]","[999.0, 2304]","[906, 2329.5]","[1092, 2329.5]","[-1, 0]","[172, 172]","[164, 164]","[170, 170]"
172,"[1126, 2304]","[1238, 2358]",172,"[1182.0, 2358]","[1182.0, 2304]","[1126, 2331.0]","[1238, 2331.0]","[-1, 0]","[173, 173]","[-1, 0]","[171, 171]"
173,"[1274, 2304]","[1532, 2375]",173,"[1403.0, 2375]","[1403.0, 2304]","[1274, 2339.5]","[1532, 2339.5]","[-1, 0]","[174, 174]","[165, 165]","[172, 172]"
174,"[1564, 2307]","[1757, 2355]",174,"[1660.5, 2355]","[1660.5, 2307]","[1564, 2331.0]","[1757, 2331.0]","[-1, 0]","[175, 175]","[-1, 0]","[173, 173]"
175,"[1791, 2304]","[2195, 2379]",175,"[1993.0, 2379]","[1993.0, 2304]","[1791, 2341.5]","[2195, 2341.5]","[-1, 0]","[-1, 0]","[167, 167]","[174, 174]"
176,"[273, 2362]","[466, 2437]",176,"[369.5, 2437]","[369.5, 2362]","[273, 2399.5]","[466, 2399.5]","[-1, 0]","[177, 177]","[168, 168]","[-1, 0]"
177,"[503, 2382]","[674, 2434]",177,"[588.5, 2434]","[588.5, 2382]","[503, 2408.0]","[674, 2408.0]","[-1, 0]","[178, 178]","[169, 169]","[176, 176]"
178,"[708, 2369]","[938, 2454]",178,"[823.0, 2454]","[823.0, 2369]","[708, 2411.5]","[938, 2411.5]","[228, 228]","[179, 179]","[170, 170]","[177, 177]"
179,"[974, 2382]","[1199, 2447]",179,"[1086.5, 2447]","[1086.5, 2382]","[974, 2414.5]","[1199, 2414.5]","[-1, 0]","[180, 180]","[-1, 0]","[178, 178]"
180,"[1233, 2375]","[1392, 2440]",180,"[1312.5, 2440]","[1312.5, 2375]","[1233, 2407.5]","[1392, 2407.5]","[-1, 0]","[181, 181]","[-1, 0]","[179, 179]"
181,"[1426, 2379]","[1622, 2430]",181,"[1524.0, 2430]","[1524.0, 2379]","[1426, 2404.5]","[1622, 2404.5]","[231, 231]","[182, 182]","[-1, 0]","[180, 180]"
182,"[1653, 2379]","[1774, 2458]",182,"[1713.5, 2458]","[1713.5, 2379]","[1653, 2418.5]","[1774, 2418.5]","[-1, 0]","[183, 183]","[-1, 0]","[181, 181]"
183,"[1805, 2382]","[2047, 2430]",183,"[1926.0, 2430]","[1926.0, 2382]","[1805, 2406.0]","[2047, 2406.0]","[-1, 0]","[184, 184]","[-1, 0]","[182, 182]"
184,"[2086, 2379]","[2195, 2434]",184,"[2140.5, 2434]","[2140.5, 2379]","[2086, 2406.5]","[2195, 2406.5]","[-1, 0]","[-1, 0]","[-1, 0]","[183, 183]"
185,"[276, 2560]","[476, 2622]",185,"[376.0, 2622]","[376.0, 2560]","[276, 2591.0]","[476, 2591.0]","[-1, 0]","[186, 186]","[-1, 0]","[-1, 0]"
186,"[498, 2560]","[592, 2642]",186,"[545.0, 2642]","[545.0, 2560]","[498, 2601.0]","[592, 2601.0]","[-1, 0]","[187, 187]","[-1, 0]","[185, 185]"
187,"[602, 2560]","[718, 2642]",187,"[660.0, 2642]","[660.0, 2560]","[602, 2601.0]","[718, 2601.0]","[-1, 0]","[188, 188]","[-1, 0]","[186, 186]"
188,"[737, 2560]","[1001, 2635]",188,"[869.0, 2635]","[869.0, 2560]","[737, 2597.5]","[1001, 2597.5]","[-1, 0]","[-1, 0]","[-1, 0]","[187, 187]"
189,"[1051, 2553]","[1532, 2639]",189,"[1291.5, 2639]","[1291.5, 2553]","[1051, 2596.0]","[1532, 2596.0]","[-1, 0]","[190, 190]","[230, 230]","[-1, 0]"
190,"[1557, 2560]","[1796, 2622]",190,"[1676.5, 2622]","[1676.5, 2560]","[1557, 2591.0]","[1796, 2591.0]","[197, 197]","[191, 191]","[-1, 0]","[189, 189]"
191,"[1810, 2550]","[2202, 2649]",191,"[2006.0, 2649]","[2006.0, 2550]","[1810, 2599.5]","[2202, 2599.5]","[-1, 0]","[-1, 0]","[-1, 0]","[190, 190]"
192,"[278, 2639]","[602, 2700]",192,"[440.0, 2700]","[440.0, 2639]","[278, 2669.5]","[602, 2669.5]","[201, 201]","[193, 193]","[-1, 0]","[-1, 0]"
193,"[641, 2632]","[955, 2717]",193,"[798.0, 2717]","[798.0, 2632]","[641, 2674.5]","[955, 2674.5]","[-1, 0]","[194, 194]","[-1, 0]","[192, 192]"
194,"[991, 2635]","[1298, 2707]",194,"[1144.5, 2707]","[1144.5, 2635]","[991, 2671.0]","[1298, 2671.0]","[204, 204]","[195, 195]","[-1, 0]","[193, 193]"
195,"[1339, 2635]","[1532, 2710]",195,"[1435.5, 2710]","[1435.5, 2635]","[1339, 2672.5]","[1532, 2672.5]","[205, 205]","[196, 196]","[-1, 0]","[194, 194]"
196,"[1571, 2625]","[1612, 2707]",196,"[1591.5, 2707]","[1591.5, 2625]","[1571, 2666.0]","[1612, 2666.0]","[-1, 0]","[197, 197]","[-1, 0]","[195, 195]"
197,"[1644, 2635]","[1752, 2690]",197,"[1698.0, 2690]","[1698.0, 2635]","[1644, 2662.5]","[1752, 2662.5]","[-1, 0]","[198, 198]","[190, 190]","[196, 196]"
198,"[1786, 2615]","[1827, 2710]",198,"[1806.5, 2710]","[1806.5, 2615]","[1786, 2662.5]","[1827, 2662.5]","[-1, 0]","[199, 199]","[-1, 0]","[197, 197]"
199,"[1851, 2628]","[1917, 2700]",199,"[1884.0, 2700]","[1884.0, 2628]","[1851, 2664.0]","[1917, 2664.0]","[-1, 0]","[200, 200]","[-1, 0]","[198, 198]"
200,"[1951, 2632]","[2204, 2721]",200,"[2077.5, 2721]","[2077.5, 2632]","[1951, 2676.5]","[2204, 2676.5]","[208, 208]","[-1, 0]","[-1, 0]","[199, 199]"
201,"[278, 2714]","[551, 2775]",201,"[414.5, 2775]","[414.5, 2714]","[278, 2744.5]","[551, 2744.5]","[-1, 0]","[202, 202]","[192, 192]","[-1, 0]"
202,"[578, 2693]","[781, 2782]",202,"[679.5, 2782]","[679.5, 2693]","[578, 2737.5]","[781, 2737.5]","[211, 211]","[203, 203]","[-1, 0]","[201, 201]"
203,"[805, 2710]","[960, 2762]",203,"[882.5, 2762]","[882.5, 2710]","[805, 2736.0]","[960, 2736.0]","[212, 212]","[204, 204]","[-1, 0]","[202, 202]"
204,"[989, 2710]","[1332, 2786]",204,"[1160.5, 2786]","[1160.5, 2710]","[989, 2748.0]","[1332, 2748.0]","[-1, 0]","[205, 205]","[194, 194]","[203, 203]"
205,"[1358, 2687]","[1470, 2769]",205,"[1414.0, 2769]","[1414.0, 2687]","[1358, 2728.0]","[1470, 2728.0]","[-1, 0]","[206, 206]","[195, 195]","[204, 204]"
206,"[1489, 2707]","[1590, 2772]",206,"[1539.5, 2772]","[1539.5, 2707]","[1489, 2739.5]","[1590, 2739.5]","[215, 215]","[207, 207]","[-1, 0]","[205, 205]"
207,"[1610, 2710]","[1880, 2786]",207,"[1745.0, 2786]","[1745.0, 2710]","[1610, 2748.0]","[1880, 2748.0]","[216, 216]","[208, 208]","[-1, 0]","[206, 206]"
208,"[1902, 2697]","[2199, 2786]",208,"[2050.5, 2786]","[2050.5, 2697]","[1902, 2741.5]","[2199, 2741.5]","[-1, 0]","[-1, 0]","[200, 200]","[207, 207]"
209,"[276, 2786]","[462, 2864]",209,"[369.0, 2864]","[369.0, 2786]","[276, 2825.0]","[462, 2825.0]","[219, 219]","[210, 210]","[-1, 0]","[-1, 0]"
210,"[483, 2786]","[578, 2868]",210,"[530.5, 2868]","[530.5, 2786]","[483, 2827.0]","[578, 2827.0]","[-1, 0]","[211, 211]","[-1, 0]","[209, 209]"
211,"[597, 2782]","[793, 2844]",211,"[695.0, 2844]","[695.0, 2782]","[597, 2813.0]","[793, 2813.0]","[-1, 0]","[212, 212]","[202, 202]","[210, 210]"
212,"[817, 2786]","[877, 2844]",212,"[847.0, 2844]","[847.0, 2786]","[817, 2815.0]","[877, 2815.0]","[221, 221]","[213, 213]","[203, 203]","[211, 211]"
213,"[904, 2786]","[1049, 2837]",213,"[976.5, 2837]","[976.5, 2786]","[904, 2811.5]","[1049, 2811.5]","[222, 222]","[214, 214]","[-1, 0]","[212, 212]"
214,"[1078, 2786]","[1354, 2861]",214,"[1216.0, 2861]","[1216.0, 2786]","[1078, 2823.5]","[1354, 2823.5]","[-1, 0]","[215, 215]","[-1, 0]","[213, 213]"
215,"[1387, 2786]","[1624, 2837]",215,"[1505.5, 2837]","[1505.5, 2786]","[1387, 2811.5]","[1624, 2811.5]","[225, 225]","[216, 216]","[206, 206]","[214, 214]"
216,"[1653, 2789]","[1769, 2840]",216,"[1711.0, 2840]","[1711.0, 2789]","[1653, 2814.5]","[1769, 2814.5]","[-1, 0]","[217, 217]","[207, 207]","[215, 215]"
217,"[1796, 2786]","[1992, 2861]",217,"[1894.0, 2861]","[1894.0, 2786]","[1796, 2823.5]","[1992, 2823.5]","[-1, 0]","[218, 218]","[-1, 0]","[216, 216]"
218,"[2016, 2786]","[2199, 2847]",218,"[2107.5, 2847]","[2107.5, 2786]","[2016, 2816.5]","[2199, 2816.5]","[-1, 0]","[-1, 0]","[-1, 0]","[217, 217]"
219,"[271, 2844]","[425, 2946]",219,"[348.0, 2946]","[348.0, 2844]","[271, 2895.0]","[425, 2895.0]","[-1, 0]","[220, 220]","[209, 209]","[-1, 0]"
220,"[452, 2854]","[723, 2943]",220,"[587.5, 2943]","[587.5, 2854]","[452, 2898.5]","[723, 2898.5]","[-1, 0]","[221, 221]","[-1, 0]","[219, 219]"
221,"[749, 2861]","[880, 2912]",221,"[814.5, 2912]","[814.5, 2861]","[749, 2886.5]","[880, 2886.5]","[-1, 0]","[222, 222]","[212, 212]","[220, 220]"
222,"[906, 2861]","[1030, 2943]",222,"[968.0, 2943]","[968.0, 2861]","[906, 2902.0]","[1030, 2902.0]","[235, 235]","[223, 223]","[213, 213]","[221, 221]"
223,"[1051, 2864]","[1160, 2919]",223,"[1105.5, 2919]","[1105.5, 2864]","[1051, 2891.5]","[1160, 2891.5]","[-1, 0]","[224, 224]","[-1, 0]","[222, 222]"
224,"[1187, 2854]","[1368, 2943]",224,"[1277.5, 2943]","[1277.5, 2854]","[1187, 2898.5]","[1368, 2898.5]","[-1, 0]","[225, 225]","[-1, 0]","[223, 223]"
225,"[1397, 2857]","[1639, 2943]",225,"[1518.0, 2943]","[1518.0, 2857]","[1397, 2900.0]","[1639, 2900.0]","[238, 238]","[226, 226]","[215, 215]","[224, 224]"
226,"[1658, 2857]","[1938, 2946]",226,"[1798.0, 2946]","[1798.0, 2857]","[1658, 2901.5]","[1938, 2901.5]","[-1, 0]","[-1, 0]","[-1, 0]","[225, 225]"
227,"[273, 2451]","[626, 2536]",227,"[449.5, 2536]","[449.5, 2451]","[273, 2493.5]","[626, 2493.5]","[-1, 0]","[228, 228]","[-1, 0]","[-1, 0]"
228,"[655, 2454]","[909, 2529]",228,"[782.0, 2529]","[782.0, 2454]","[655, 2491.5]","[909, 2491.5]","[-1, 0]","[229, 229]","[178, 178]","[227, 227]"
229,"[938, 2458]","[1141, 2522]",229,"[1039.5, 2522]","[1039.5, 2458]","[938, 2490.0]","[1141, 2490.0]","[-1, 0]","[230, 230]","[-1, 0]","[228, 228]"
230,"[1172, 2458]","[1341, 2536]",230,"[1256.5, 2536]","[1256.5, 2458]","[1172, 2497.0]","[1341, 2497.0]","[189, 189]","[231, 231]","[-1, 0]","[229, 229]"
231,"[1366, 2454]","[1714, 2540]",231,"[1540.0, 2540]","[1540.0, 2454]","[1366, 2497.0]","[1714, 2497.0]","[-1, 0]","[-1, 0]","[181, 181]","[230, 230]"
232,"[411, 2970]","[587, 3021]",232,"[499.0, 3021]","[499.0, 2970]","[411, 2995.5]","[587, 2995.5]","[243, 243]","[233, 233]","[-1, 0]","[-1, 0]"
233,"[611, 2967]","[766, 3045]",233,"[688.5, 3045]","[688.5, 2967]","[611, 3006.0]","[766, 3006.0]","[244, 244]","[234, 234]","[-1, 0]","[232, 232]"
234,"[786, 2963]","[899, 3045]",234,"[842.5, 3045]","[842.5, 2963]","[786, 3004.0]","[899, 3004.0]","[-1, 0]","[235, 235]","[-1, 0]","[233, 233]"
235,"[918, 2967]","[1039, 3018]",235,"[978.5, 3018]","[978.5, 2967]","[918, 2992.5]","[1039, 2992.5]","[-1, 0]","[236, 236]","[222, 222]","[234, 234]"
236,"[1061, 2967]","[1182, 3018]",236,"[1121.5, 3018]","[1121.5, 2967]","[1061, 2992.5]","[1182, 2992.5]","[246, 246]","[237, 237]","[-1, 0]","[235, 235]"
237,"[1199, 2960]","[1465, 3049]",237,"[1332.0, 3049]","[1332.0, 2960]","[1199, 3004.5]","[1465, 3004.5]","[247, 247]","[238, 238]","[-1, 0]","[236, 236]"
238,"[1486, 2967]","[1612, 3049]",238,"[1549.0, 3049]","[1549.0, 2967]","[1486, 3008.0]","[1612, 3008.0]","[-1, 0]","[239, 239]","[225, 225]","[237, 237]"
239,"[1636, 2970]","[1791, 3021]",239,"[1713.5, 3021]","[1713.5, 2970]","[1636, 2995.5]","[1791, 2995.5]","[-1, 0]","[240, 240]","[-1, 0]","[238, 238]"
240,"[1810, 2963]","[1902, 3052]",240,"[1856.0, 3052]","[1856.0, 2963]","[1810, 3007.5]","[1902, 3007.5]","[-1, 0]","[241, 241]","[-1, 0]","[239, 239]"
241,"[1914, 2967]","[2197, 3042]",241,"[2055.5, 3042]","[2055.5, 2967]","[1914, 3004.5]","[2197, 3004.5]","[250, 250]","[-1, 0]","[-1, 0]","[240, 240]"
242,"[276, 3045]","[389, 3100]",242,"[332.5, 3100]","[332.5, 3045]","[276, 3072.5]","[389, 3072.5]","[-1, 0]","[-1, 0]","[-1, 0]","[-1, 0]"
243,"[435, 3045]","[626, 3127]",243,"[530.5, 3127]","[530.5, 3045]","[435, 3086.0]","[626, 3086.0]","[-1, 0]","[244, 244]","[232, 232]","[-1, 0]"
244,"[665, 3049]","[798, 3124]",244,"[731.5, 3124]","[731.5, 3049]","[665, 3086.5]","[798, 3086.5]","[252, 252]","[245, 245]","[233, 233]","[243, 243]"
245,"[834, 3042]","[981, 3093]",245,"[907.5, 3093]","[907.5, 3042]","[834, 3067.5]","[981, 3067.5]","[-1, 0]","[246, 246]","[-1, 0]","[244, 244]"
246,"[1025, 3042]","[1138, 3121]",246,"[1081.5, 3121]","[1081.5, 3042]","[1025, 3081.5]","[1138, 3081.5]","[254, 254]","[247, 247]","[236, 236]","[245, 245]"
247,"[1177, 3021]","[1474, 3121]",247,"[1325.5, 3121]","[1325.5, 3021]","[1177, 3071.0]","[1474, 3071.0]","[255, 255]","[248, 248]","[237, 237]","[246, 246]"
248,"[1515, 3042]","[1694, 3093]",248,"[1604.5, 3093]","[1604.5, 3042]","[1515, 3067.5]","[1694, 3067.5]","[-1, 0]","[249, 249]","[-1, 0]","[247, 247]"
249,"[1735, 3039]","[1849, 3131]",249,"[1792.0, 3131]","[1792.0, 3039]","[1735, 3085.0]","[1849, 3085.0]","[-1, 0]","[250, 250]","[-1, 0]","[248, 248]"
250,"[1883, 3032]","[2204, 3131]",250,"[2043.5, 3131]","[2043.5, 3032]","[1883, 3081.5]","[2204, 3081.5]","[-1, 0]","[-1, 0]","[241, 241]","[249, 249]"
251,"[271, 3110]","[636, 3196]",251,"[453.5, 3196]","[453.5, 3110]","[271, 3153.0]","[636, 3153.0]","[-1, 0]","[252, 252]","[-1, 0]","[-1, 0]"
252,"[665, 3114]","[771, 3199]",252,"[718.0, 3199]","[718.0, 3114]","[665, 3156.5]","[771, 3156.5]","[-1, 0]","[253, 253]","[244, 244]","[251, 251]"
253,"[800, 3121]","[935, 3186]",253,"[867.5, 3186]","[867.5, 3121]","[800, 3153.5]","[935, 3153.5]","[-1, 0]","[254, 254]","[-1, 0]","[252, 252]"
254,"[969, 3114]","[1196, 3199]",254,"[1082.5, 3199]","[1082.5, 3114]","[969, 3156.5]","[1196, 3156.5]","[-1, 0]","[255, 255]","[246, 246]","[253, 253]"
255,"[1233, 3117]","[1457, 3168]",255,"[1345.0, 3168]","[1345.0, 3117]","[1233, 3142.5]","[1457, 3142.5]","[-1, 0]","[256, 256]","[247, 247]","[254, 254]"
256,"[1496, 3117]","[1600, 3199]",256,"[1548.0, 3199]","[1548.0, 3117]","[1496, 3158.0]","[1600, 3158.0]","[-1, 0]","[257, 257]","[-1, 0]","[255, 255]"
257,"[1627, 3107]","[1786, 3199]",257,"[1706.5, 3199]","[1706.5, 3107]","[1627, 3153.0]","[1786, 3153.0]","[-1, 0]","[258, 258]","[-1, 0]","[256, 256]"
258,"[1815, 3110]","[1963, 3172]",258,"[1889.0, 3172]","[1889.0, 3110]","[1815, 3141.0]","[1963, 3141.0]","[-1, 0]","[259, 259]","[-1, 0]","[257, 257]"
259,"[1994, 3097]","[2199, 3172]",259,"[2096.5, 3172]","[2096.5, 3097]","[1994, 3134.5]","[2199, 3134.5]","[-1, 0]","[-1, 0]","[-1, 0]","[258, 258]"
260,"[1201, 3250]","[1247, 3295]",260,"[1224.0, 3295]","[1224.0, 3250]","[1201, 3272.5]","[1247, 3272.5]","[-1, 0]","[-1, 0]","[-1, 0]","[-1, 0]"
