Unnamed: 0,Top-Left,Bottom-Right,Id,Bottom,Top,Left,Right,Bottom_Box,Right_Box,Top_Box,Left_Box
152,"[440, 1268]","[532, 1333]",152,"[486.0, 1333]","[486.0, 1268]","[440, 1300.5]","[532, 1300.5]","[159, 159]","[153, 153]","[146, 146]","[151, 151]"
153,"[582, 1282]","[650, 1347]",153,"[616.0, 1347]","[616.0, 1282]","[582, 1314.5]","[650, 1314.5]","[160, 160]","[154, 154]","[-1, 0]","[152, 152]"
154,"[665, 1271]","[817, 1336]",154,"[741.0, 1336]","[741.0, 1271]","[665, 1303.5]","[817, 1303.5]","[161, 161]","[155, 155]","[147, 147]","[153, 153]"
155,"[836, 1275]","[969, 1340]",155,"[902.5, 1340]","[902.5, 1275]","[836, 1307.5]","[969, 1307.5]","[162, 162]","[156, 156]","[148, 148]","[154, 154]"
156,"[984, 1265]","[1022, 1347]",156,"[1003.0, 1347]","[1003.0, 1265]","[984, 1306.0]","[1022, 1306.0]","[164, 164]","[157, 157]","[149, 149]","[155, 155]"
157,"[1032, 1265]","[1167, 1340]",157,"[1099.5, 1340]","[1099.5, 1265]","[1032, 1302.5]","[1167, 1302.5]","[165, 165]","[-1, 0]","[150, 150]","[156, 156]"
158,"[334, 1357]","[401, 1422]",158,"[367.5, 1422]","[367.5, 1357]","[334, 1389.5]","[401, 1389.5]","[166, 166]","[159, 159]","[151, 151]","[-1, 0]"
159,"[423, 1350]","[527, 1418]",159,"[475.0, 1418]","[475.0, 1350]","[423, 1384.0]","[527, 1384.0]","[167, 167]","[160, 160]","[152, 152]","[158, 158]"
160,"[563, 1360]","[682, 1415]",160,"[622.5, 1415]","[622.5, 1360]","[563, 1387.5]","[682, 1387.5]","[168, 168]","[161, 161]","[153, 153]","[159, 159]"
161,"[708, 1350]","[769, 1412]",161,"[738.5, 1412]","[738.5, 1350]","[708, 1381.0]","[769, 1381.0]","[169, 169]","[162, 162]","[154, 154]","[160, 160]"
162,"[788, 1364]","[921, 1415]",162,"[854.5, 1415]","[854.5, 1364]","[788, 1389.5]","[921, 1389.5]","[170, 170]","[163, 163]","[155, 155]","[161, 161]"
163,"[943, 1350]","[1008, 1425]",163,"[975.5, 1425]","[975.5, 1350]","[943, 1387.5]","[1008, 1387.5]","[172, 172]","[164, 164]","[156, 156]","[162, 162]"
164,"[1027, 1347]","[1097, 1422]",164,"[1062.0, 1422]","[1062.0, 1347]","[1027, 1384.5]","[1097, 1384.5]","[173, 173]","[165, 165]","[157, 157]","[163, 163]"
165,"[1117, 1347]","[1163, 1415]",165,"[1140.0, 1415]","[1140.0, 1347]","[1117, 1381.0]","[1163, 1381.0]","[173, 173]","[-1, 0]","[157, 157]","[164, 164]"
166,"[329, 1436]","[464, 1487]",166,"[396.5, 1487]","[396.5, 1436]","[329, 1461.5]","[464, 1461.5]","[-1, 0]","[167, 167]","[158, 158]","[-1, 0]"
167,"[483, 1432]","[561, 1490]",167,"[522.0, 1490]","[522.0, 1432]","[483, 1461.0]","[561, 1461.0]","[-1, 0]","[168, 168]","[159, 159]","[166, 166]"
168,"[578, 1429]","[674, 1494]",168,"[626.0, 1494]","[626.0, 1429]","[578, 1461.5]","[674, 1461.5]","[175, 175]","[169, 169]","[160, 160]","[167, 167]"
169,"[689, 1436]","[771, 1497]",169,"[730.0, 1497]","[730.0, 1436]","[689, 1466.5]","[771, 1466.5]","[-1, 0]","[170, 170]","[161, 161]","[168, 168]"
170,"[781, 1432]","[860, 1500]",170,"[820.5, 1500]","[820.5, 1432]","[781, 1466.0]","[860, 1466.0]","[-1, 0]","[171, 171]","[162, 162]","[169, 169]"
171,"[877, 1429]","[964, 1494]",171,"[920.5, 1494]","[920.5, 1429]","[877, 1461.5]","[964, 1461.5]","[-1, 0]","[172, 172]","[163, 163]","[170, 170]"
172,"[979, 1429]","[1068, 1494]",172,"[1023.5, 1494]","[1023.5, 1429]","[979, 1461.5]","[1068, 1461.5]","[-1, 0]","[173, 173]","[164, 164]","[171, 171]"
173,"[1085, 1432]","[1121, 1507]",173,"[1103.0, 1507]","[1103.0, 1432]","[1085, 1469.5]","[1121, 1469.5]","[179, 179]","[-1, 0]","[165, 165]","[172, 172]"
174,"[433, 1548]","[522, 1620]",174,"[477.5, 1620]","[477.5, 1548]","[433, 1584.0]","[522, 1584.0]","[303, 303]","[175, 175]","[-1, 0]","[-1, 0]"
175,"[558, 1545]","[715, 1606]",175,"[636.5, 1606]","[636.5, 1545]","[558, 1575.5]","[715, 1575.5]","[304, 304]","[176, 176]","[168, 168]","[174, 174]"
176,"[752, 1555]","[822, 1610]",176,"[787.0, 1610]","[787.0, 1555]","[752, 1582.5]","[822, 1582.5]","[-1, 0]","[177, 177]","[-1, 0]","[175, 175]"
177,"[858, 1548]","[894, 1603]",177,"[876.0, 1603]","[876.0, 1548]","[858, 1575.5]","[894, 1575.5]","[-1, 0]","[178, 178]","[-1, 0]","[176, 176]"
178,"[935, 1555]","[1001, 1610]",178,"[968.0, 1610]","[968.0, 1555]","[935, 1582.5]","[1001, 1582.5]","[-1, 0]","[179, 179]","[-1, 0]","[177, 177]"
179,"[1044, 1545]","[1163, 1610]",179,"[1103.5, 1610]","[1103.5, 1545]","[1044, 1577.5]","[1163, 1577.5]","[-1, 0]","[-1, 0]","[173, 173]","[178, 178]"
180,"[430, 1712]","[520, 1798]",180,"[475.0, 1798]","[475.0, 1712]","[430, 1755.0]","[520, 1755.0]","[187, 187]","[181, 181]","[303, 303]","[-1, 0]"
181,"[549, 1733]","[732, 1798]",181,"[640.5, 1798]","[640.5, 1733]","[549, 1765.5]","[732, 1765.5]","[189, 189]","[182, 182]","[-1, 0]","[180, 180]"
182,"[771, 1729]","[793, 1784]",182,"[782.0, 1784]","[782.0, 1729]","[771, 1756.5]","[793, 1756.5]","[190, 190]","[183, 183]","[-1, 0]","[181, 181]"
183,"[824, 1716]","[923, 1784]",183,"[873.5, 1784]","[873.5, 1716]","[824, 1750.0]","[923, 1750.0]","[191, 191]","[184, 184]","[-1, 0]","[182, 182]"
184,"[952, 1726]","[1018, 1784]",184,"[985.0, 1784]","[985.0, 1726]","[952, 1755.0]","[1018, 1755.0]","[193, 193]","[185, 185]","[-1, 0]","[183, 183]"
185,"[1047, 1726]","[1167, 1791]",185,"[1107.0, 1791]","[1107.0, 1726]","[1047, 1758.5]","[1167, 1758.5]","[194, 194]","[-1, 0]","[-1, 0]","[184, 184]"
186,"[321, 1794]","[418, 1859]",186,"[369.5, 1859]","[369.5, 1794]","[321, 1826.5]","[418, 1826.5]","[-1, 0]","[187, 187]","[-1, 0]","[-1, 0]"
187,"[430, 1808]","[515, 1859]",187,"[472.5, 1859]","[472.5, 1808]","[430, 1833.5]","[515, 1833.5]","[-1, 0]","[188, 188]","[180, 180]","[186, 186]"
188,"[527, 1808]","[643, 1859]",188,"[585.0, 1859]","[585.0, 1808]","[527, 1833.5]","[643, 1833.5]","[-1, 0]","[189, 189]","[181, 181]","[187, 187]"
189,"[662, 1812]","[684, 1863]",189,"[673.0, 1863]","[673.0, 1812]","[662, 1837.5]","[684, 1837.5]","[-1, 0]","[190, 190]","[181, 181]","[188, 188]"
190,"[706, 1808]","[800, 1859]",190,"[753.0, 1859]","[753.0, 1808]","[706, 1833.5]","[800, 1833.5]","[-1, 0]","[191, 191]","[182, 182]","[189, 189]"
191,"[815, 1808]","[877, 1849]",191,"[846.0, 1849]","[846.0, 1808]","[815, 1828.5]","[877, 1828.5]","[-1, 0]","[192, 192]","[183, 183]","[190, 190]"
192,"[899, 1812]","[1010, 1866]",192,"[954.5, 1866]","[954.5, 1812]","[899, 1839.0]","[1010, 1839.0]","[-1, 0]","[194, 194]","[184, 184]","[191, 191]"
193,"[1022, 1801]","[1059, 1856]",193,"[1040.5, 1856]","[1040.5, 1801]","[1022, 1828.5]","[1059, 1828.5]","[-1, 0]","[194, 194]","[184, 184]","[192, 192]"
194,"[1061, 1794]","[1114, 1856]",194,"[1087.5, 1856]","[1087.5, 1794]","[1061, 1825.0]","[1114, 1825.0]","[-1, 0]","[-1, 0]","[185, 185]","[193, 193]"
195,"[469, 1945]","[641, 1982]",195,"[555.0, 1982]","[555.0, 1945]","[469, 1963.5]","[641, 1963.5]","[-1, 0]","[196, 196]","[-1, 0]","[-1, 0]"
196,"[691, 1931]","[926, 1982]",196,"[808.5, 1982]","[808.5, 1931]","[691, 1956.5]","[926, 1956.5]","[-1, 0]","[197, 197]","[-1, 0]","[195, 195]"
197,"[957, 1924]","[1095, 2000]",197,"[1026.0, 2000]","[1026.0, 1924]","[957, 1962.0]","[1095, 1962.0]","[-1, 0]","[-1, 0]","[-1, 0]","[196, 196]"
198,"[421, 2044]","[602, 2105]",198,"[511.5, 2105]","[511.5, 2044]","[421, 2074.5]","[602, 2074.5]","[202, 202]","[-1, 0]","[-1, 0]","[-1, 0]"
199,"[674, 2041]","[735, 2099]",199,"[704.5, 2099]","[704.5, 2041]","[674, 2070.0]","[735, 2070.0]","[203, 203]","[200, 200]","[-1, 0]","[-1, 0]"
200,"[781, 2044]","[981, 2095]",200,"[881.0, 2095]","[881.0, 2044]","[781, 2069.5]","[981, 2069.5]","[205, 205]","[-1, 0]","[-1, 0]","[199, 199]"
201,"[314, 2129]","[503, 2181]",201,"[408.5, 2181]","[408.5, 2129]","[314, 2155.0]","[503, 2155.0]","[-1, 0]","[202, 202]","[-1, 0]","[-1, 0]"
202,"[522, 2126]","[607, 2181]",202,"[564.5, 2181]","[564.5, 2126]","[522, 2153.5]","[607, 2153.5]","[-1, 0]","[203, 203]","[198, 198]","[201, 201]"
203,"[626, 2136]","[689, 2194]",203,"[657.5, 2194]","[657.5, 2136]","[626, 2165.0]","[689, 2165.0]","[209, 209]","[204, 204]","[199, 199]","[202, 202]"
204,"[706, 2119]","[851, 2181]",204,"[778.5, 2181]","[778.5, 2119]","[706, 2150.0]","[851, 2150.0]","[-1, 0]","[205, 205]","[-1, 0]","[203, 203]"
205,"[868, 2123]","[926, 2181]",205,"[897.0, 2181]","[897.0, 2123]","[868, 2152.0]","[926, 2152.0]","[210, 210]","[206, 206]","[200, 200]","[204, 204]"
206,"[943, 2136]","[1027, 2188]",206,"[985.0, 2188]","[985.0, 2136]","[943, 2162.0]","[1027, 2162.0]","[-1, 0]","[207, 207]","[-1, 0]","[205, 205]"
207,"[1044, 2123]","[1146, 2191]",207,"[1095.0, 2191]","[1095.0, 2123]","[1044, 2157.0]","[1146, 2157.0]","[211, 211]","[-1, 0]","[356, 356]","[206, 206]"
208,"[430, 2239]","[517, 2311]",208,"[473.5, 2311]","[473.5, 2239]","[430, 2275.0]","[517, 2275.0]","[366, 366]","[209, 209]","[-1, 0]","[-1, 0]"
209,"[553, 2252]","[720, 2293]",209,"[636.5, 2293]","[636.5, 2252]","[553, 2272.5]","[720, 2272.5]","[367, 367]","[210, 210]","[203, 203]","[208, 208]"
210,"[761, 2239]","[993, 2290]",210,"[877.0, 2290]","[877.0, 2239]","[761, 2264.5]","[993, 2264.5]","[-1, 0]","[211, 211]","[205, 205]","[209, 209]"
211,"[1030, 2235]","[1165, 2300]",211,"[1097.5, 2300]","[1097.5, 2235]","[1030, 2267.5]","[1165, 2267.5]","[-1, 0]","[-1, 0]","[207, 207]","[210, 210]"
212,"[430, 2444]","[524, 2526]",212,"[477.0, 2526]","[477.0, 2444]","[430, 2485.0]","[524, 2485.0]","[369, 369]","[213, 213]","[366, 366]","[-1, 0]"
213,"[556, 2451]","[638, 2512]",213,"[597.0, 2512]","[597.0, 2451]","[556, 2481.5]","[638, 2481.5]","[370, 370]","[214, 214]","[-1, 0]","[212, 212]"
214,"[665, 2461]","[800, 2502]",214,"[732.5, 2502]","[732.5, 2461]","[665, 2481.5]","[800, 2481.5]","[371, 371]","[215, 215]","[-1, 0]","[213, 213]"
215,"[829, 2444]","[863, 2505]",215,"[846.0, 2505]","[846.0, 2444]","[829, 2474.5]","[863, 2474.5]","[-1, 0]","[216, 216]","[-1, 0]","[214, 214]"
216,"[897, 2447]","[979, 2519]",216,"[938.0, 2519]","[938.0, 2447]","[897, 2483.0]","[979, 2483.0]","[-1, 0]","[217, 217]","[-1, 0]","[215, 215]"
217,"[1008, 2451]","[1160, 2502]",217,"[1084.0, 2502]","[1084.0, 2451]","[1008, 2476.5]","[1160, 2476.5]","[-1, 0]","[-1, 0]","[-1, 0]","[216, 216]"
218,"[430, 2622]","[520, 2704]",218,"[475.0, 2704]","[475.0, 2622]","[430, 2663.0]","[520, 2663.0]","[225, 225]","[219, 219]","[369, 369]","[-1, 0]"
219,"[549, 2625]","[626, 2683]",219,"[587.5, 2683]","[587.5, 2625]","[549, 2654.0]","[626, 2654.0]","[226, 226]","[220, 220]","[370, 370]","[218, 218]"
220,"[638, 2625]","[701, 2700]",220,"[669.5, 2700]","[669.5, 2625]","[638, 2662.5]","[701, 2662.5]","[227, 227]","[221, 221]","[371, 371]","[219, 219]"
221,"[713, 2622]","[769, 2683]",221,"[741.0, 2683]","[741.0, 2622]","[713, 2652.5]","[769, 2652.5]","[228, 228]","[222, 222]","[-1, 0]","[220, 220]"
222,"[786, 2628]","[940, 2680]",222,"[863.0, 2680]","[863.0, 2628]","[786, 2654.0]","[940, 2654.0]","[229, 229]","[223, 223]","[-1, 0]","[221, 221]"
223,"[960, 2628]","[1155, 2680]",223,"[1057.5, 2680]","[1057.5, 2628]","[960, 2654.0]","[1155, 2654.0]","[232, 232]","[-1, 0]","[-1, 0]","[222, 222]"
224,"[324, 2707]","[387, 2765]",224,"[355.5, 2765]","[355.5, 2707]","[324, 2736.0]","[387, 2736.0]","[-1, 0]","[225, 225]","[-1, 0]","[-1, 0]"
225,"[399, 2704]","[503, 2782]",225,"[451.0, 2782]","[451.0, 2704]","[399, 2743.0]","[503, 2743.0]","[-1, 0]","[226, 226]","[218, 218]","[224, 224]"
226,"[517, 2707]","[611, 2762]",226,"[564.0, 2762]","[564.0, 2707]","[517, 2734.5]","[611, 2734.5]","[-1, 0]","[227, 227]","[219, 219]","[225, 225]"
227,"[628, 2704]","[665, 2762]",227,"[646.5, 2762]","[646.5, 2704]","[628, 2733.0]","[665, 2733.0]","[-1, 0]","[228, 228]","[220, 220]","[226, 226]"
228,"[677, 2700]","[812, 2765]",228,"[744.5, 2765]","[744.5, 2700]","[677, 2732.5]","[812, 2732.5]","[-1, 0]","[229, 229]","[221, 221]","[227, 227]"
229,"[822, 2700]","[904, 2769]",229,"[863.0, 2769]","[863.0, 2700]","[822, 2734.5]","[904, 2734.5]","[-1, 0]","[230, 230]","[222, 222]","[228, 228]"
230,"[911, 2707]","[964, 2775]",230,"[937.5, 2775]","[937.5, 2707]","[911, 2741.0]","[964, 2741.0]","[-1, 0]","[231, 231]","[-1, 0]","[229, 229]"
231,"[979, 2721]","[1054, 2775]",231,"[1016.5, 2775]","[1016.5, 2721]","[979, 2748.0]","[1054, 2748.0]","[-1, 0]","[232, 232]","[223, 223]","[230, 230]"
232,"[1061, 2704]","[1102, 2779]",232,"[1081.5, 2779]","[1081.5, 2704]","[1061, 2741.5]","[1102, 2741.5]","[-1, 0]","[233, 233]","[223, 223]","[231, 231]"
233,"[1117, 2704]","[1146, 2769]",233,"[1131.5, 2769]","[1131.5, 2704]","[1117, 2736.5]","[1146, 2736.5]","[-1, 0]","[-1, 0]","[-1, 0]","[232, 232]"
234,"[399, 2854]","[471, 2912]",234,"[435.0, 2912]","[435.0, 2854]","[399, 2883.0]","[471, 2883.0]","[-1, 0]","[235, 235]","[-1, 0]","[-1, 0]"
235,"[493, 2864]","[582, 2916]",235,"[537.5, 2916]","[537.5, 2864]","[493, 2890.0]","[582, 2890.0]","[241, 241]","[236, 236]","[-1, 0]","[234, 234]"
236,"[607, 2857]","[788, 2919]",236,"[697.5, 2919]","[697.5, 2857]","[607, 2888.0]","[788, 2888.0]","[242, 242]","[237, 237]","[-1, 0]","[235, 235]"
237,"[807, 2847]","[902, 2912]",237,"[854.5, 2912]","[854.5, 2847]","[807, 2879.5]","[902, 2879.5]","[243, 243]","[238, 238]","[-1, 0]","[236, 236]"
238,"[938, 2854]","[1022, 2922]",238,"[980.0, 2922]","[980.0, 2854]","[938, 2888.0]","[1022, 2888.0]","[-1, 0]","[239, 239]","[-1, 0]","[237, 237]"
239,"[1044, 2868]","[1143, 2919]",239,"[1093.5, 2919]","[1093.5, 2868]","[1044, 2893.5]","[1143, 2893.5]","[244, 244]","[-1, 0]","[-1, 0]","[238, 238]"
240,"[312, 2929]","[411, 2998]",240,"[361.5, 2998]","[361.5, 2929]","[312, 2963.5]","[411, 2963.5]","[245, 245]","[241, 241]","[-1, 0]","[-1, 0]"
241,"[442, 2933]","[595, 3008]",241,"[518.5, 3008]","[518.5, 2933]","[442, 2970.5]","[595, 2970.5]","[246, 246]","[-1, 0]","[235, 235]","[240, 240]"
242,"[665, 2936]","[749, 3008]",242,"[707.0, 3008]","[707.0, 2936]","[665, 2972.0]","[749, 2972.0]","[248, 248]","[243, 243]","[236, 236]","[-1, 0]"
243,"[790, 2950]","[955, 2991]",243,"[872.5, 2991]","[872.5, 2950]","[790, 2970.5]","[955, 2970.5]","[-1, 0]","[244, 244]","[237, 237]","[242, 242]"
244,"[998, 2939]","[1153, 2991]",244,"[1075.5, 2991]","[1075.5, 2939]","[998, 2965.0]","[1153, 2965.0]","[251, 251]","[-1, 0]","[239, 239]","[243, 243]"
245,"[321, 3018]","[430, 3086]",245,"[375.5, 3086]","[375.5, 3018]","[321, 3052.0]","[430, 3052.0]","[252, 252]","[246, 246]","[240, 240]","[-1, 0]"
246,"[459, 3021]","[587, 3086]",246,"[523.0, 3086]","[523.0, 3021]","[459, 3053.5]","[587, 3053.5]","[253, 253]","[247, 247]","[241, 241]","[245, 245]"
247,"[619, 3018]","[677, 3080]",247,"[648.0, 3080]","[648.0, 3018]","[619, 3049.0]","[677, 3049.0]","[255, 255]","[248, 248]","[242, 242]","[246, 246]"
248,"[708, 3015]","[822, 3080]",248,"[765.0, 3080]","[765.0, 3015]","[708, 3047.5]","[822, 3047.5]","[256, 256]","[249, 249]","[242, 242]","[247, 247]"
249,"[868, 3028]","[986, 3080]",249,"[927.0, 3080]","[927.0, 3028]","[868, 3054.0]","[986, 3054.0]","[257, 257]","[250, 250]","[-1, 0]","[248, 248]"
250,"[1022, 3015]","[1066, 3080]",250,"[1044.0, 3080]","[1044.0, 3015]","[1022, 3047.5]","[1066, 3047.5]","[258, 258]","[251, 251]","[244, 244]","[249, 249]"
251,"[1092, 3015]","[1158, 3097]",251,"[1125.0, 3097]","[1125.0, 3015]","[1092, 3056.0]","[1158, 3056.0]","[259, 259]","[-1, 0]","[244, 244]","[250, 250]"
252,"[343, 3100]","[450, 3168]",252,"[396.5, 3168]","[396.5, 3100]","[343, 3134.0]","[450, 3134.0]","[260, 260]","[253, 253]","[245, 245]","[-1, 0]"
253,"[476, 3097]","[578, 3162]",253,"[527.0, 3162]","[527.0, 3097]","[476, 3129.5]","[578, 3129.5]","[261, 261]","[254, 254]","[246, 246]","[252, 252]"
254,"[604, 3097]","[648, 3162]",254,"[626.0, 3162]","[626.0, 3097]","[604, 3129.5]","[648, 3129.5]","[-1, 0]","[255, 255]","[247, 247]","[253, 253]"
255,"[672, 3100]","[732, 3158]",255,"[702.0, 3158]","[702.0, 3100]","[672, 3129.0]","[732, 3129.0]","[262, 262]","[256, 256]","[247, 247]","[254, 254]"
256,"[761, 3100]","[875, 3155]",256,"[818.0, 3155]","[818.0, 3100]","[761, 3127.5]","[875, 3127.5]","[263, 263]","[257, 257]","[248, 248]","[255, 255]"
257,"[904, 3097]","[993, 3162]",257,"[948.5, 3162]","[948.5, 3097]","[904, 3129.5]","[993, 3129.5]","[264, 264]","[258, 258]","[249, 249]","[256, 256]"
258,"[1022, 3100]","[1090, 3165]",258,"[1056.0, 3165]","[1056.0, 3100]","[1022, 3132.5]","[1090, 3132.5]","[266, 266]","[259, 259]","[250, 250]","[257, 257]"
259,"[1117, 3097]","[1160, 3165]",259,"[1138.5, 3165]","[1138.5, 3097]","[1117, 3131.0]","[1160, 3131.0]","[266, 266]","[-1, 0]","[251, 251]","[258, 258]"
260,"[326, 3189]","[457, 3250]",260,"[391.5, 3250]","[391.5, 3189]","[326, 3219.5]","[457, 3219.5]","[267, 267]","[261, 261]","[252, 252]","[-1, 0]"
261,"[466, 3182]","[607, 3244]",261,"[536.5, 3244]","[536.5, 3182]","[466, 3213.0]","[607, 3213.0]","[-1, 0]","[262, 262]","[253, 253]","[260, 260]"
262,"[621, 3192]","[757, 3257]",262,"[689.0, 3257]","[689.0, 3192]","[621, 3224.5]","[757, 3224.5]","[-1, 0]","[263, 263]","[255, 255]","[261, 261]"
263,"[773, 3192]","[868, 3244]",263,"[820.5, 3244]","[820.5, 3192]","[773, 3218.0]","[868, 3218.0]","[270, 270]","[264, 264]","[256, 256]","[262, 262]"
264,"[882, 3192]","[979, 3244]",264,"[930.5, 3244]","[930.5, 3192]","[882, 3218.0]","[979, 3218.0]","[271, 271]","[265, 265]","[257, 257]","[263, 263]"
265,"[993, 3192]","[1059, 3247]",265,"[1026.0, 3247]","[1026.0, 3192]","[993, 3219.5]","[1059, 3219.5]","[-1, 0]","[266, 266]","[258, 258]","[264, 264]"
266,"[1068, 3182]","[1163, 3250]",266,"[1115.5, 3250]","[1115.5, 3182]","[1068, 3216.0]","[1163, 3216.0]","[272, 272]","[-1, 0]","[259, 259]","[265, 265]"
267,"[317, 3264]","[433, 3333]",267,"[375.0, 3333]","[375.0, 3264]","[317, 3298.5]","[433, 3298.5]","[-1, 0]","[268, 268]","[260, 260]","[-1, 0]"
268,"[445, 3257]","[486, 3339]",268,"[465.5, 3339]","[465.5, 3257]","[445, 3298.0]","[486, 3298.0]","[-1, 0]","[269, 269]","[-1, 0]","[267, 267]"
269,"[546, 3257]","[689, 3333]",269,"[617.5, 3333]","[617.5, 3257]","[546, 3295.0]","[689, 3295.0]","[-1, 0]","[270, 270]","[-1, 0]","[268, 268]"
270,"[713, 3257]","[889, 3319]",270,"[801.0, 3319]","[801.0, 3257]","[713, 3288.0]","[889, 3288.0]","[-1, 0]","[271, 271]","[263, 263]","[269, 269]"
271,"[916, 3281]","[984, 3322]",271,"[950.0, 3322]","[950.0, 3281]","[916, 3301.5]","[984, 3301.5]","[-1, 0]","[272, 272]","[264, 264]","[270, 270]"
272,"[1008, 3271]","[1165, 3333]",272,"[1086.5, 3333]","[1086.5, 3271]","[1008, 3302.0]","[1165, 3302.0]","[-1, 0]","[-1, 0]","[266, 266]","[271, 271]"
273,"[1334, 400]","[1380, 465]",273,"[1357.0, 465]","[1357.0, 400]","[1334, 432.5]","[1380, 432.5]","[-1, 0]","[274, 274]","[-1, 0]","[-1, 0]"
274,"[1387, 400]","[1448, 468]",274,"[1417.5, 468]","[1417.5, 400]","[1387, 434.0]","[1448, 434.0]","[-1, 0]","[-1, 0]","[17, 17]","[273, 273]"
275,"[1341, 1186]","[1409, 1261]",275,"[1375.0, 1261]","[1375.0, 1186]","[1341, 1223.5]","[1409, 1223.5]","[-1, 0]","[276, 276]","[79, 79]","[-1, 0]"
276,"[1424, 1189]","[1515, 1254]",276,"[1469.5, 1254]","[1469.5, 1189]","[1424, 1221.5]","[1515, 1221.5]","[-1, 0]","[277, 277]","[80, 80]","[275, 275]"
277,"[1530, 1189]","[1670, 1265]",277,"[1600.0, 1265]","[1600.0, 1189]","[1530, 1227.0]","[1670, 1227.0]","[-1, 0]","[278, 278]","[81, 81]","[276, 276]"
278,"[1687, 1193]","[1723, 1268]",278,"[1705.0, 1268]","[1705.0, 1193]","[1687, 1230.5]","[1723, 1230.5]","[279, 279]","[-1, 0]","[82, 82]","[277, 277]"
279,"[1631, 1299]","[1706, 1367]",279,"[1668.5, 1367]","[1668.5, 1299]","[1631, 1333.0]","[1706, 1333.0]","[282, 282]","[280, 280]","[278, 278]","[-1, 0]"
280,"[1726, 1309]","[1893, 1374]",280,"[1809.5, 1374]","[1809.5, 1309]","[1726, 1341.5]","[1893, 1341.5]","[-1, 0]","[-1, 0]","[-1, 0]","[279, 279]"
281,"[1445, 1398]","[1619, 1459]",281,"[1532.0, 1459]","[1532.0, 1398]","[1445, 1428.5]","[1619, 1428.5]","[286, 286]","[282, 282]","[-1, 0]","[-1, 0]"
282,"[1680, 1401]","[1743, 1459]",282,"[1711.5, 1459]","[1711.5, 1401]","[1680, 1430.0]","[1743, 1430.0]","[287, 287]","[283, 283]","[279, 279]","[281, 281]"
283,"[1781, 1401]","[1984, 1463]",283,"[1882.5, 1463]","[1882.5, 1401]","[1781, 1432.0]","[1984, 1432.0]","[289, 289]","[-1, 0]","[-1, 0]","[282, 282]"
284,"[1349, 1473]","[1419, 1531]",284,"[1384.0, 1531]","[1384.0, 1473]","[1349, 1502.0]","[1419, 1502.0]","[-1, 0]","[285, 285]","[-1, 0]","[-1, 0]"
285,"[1436, 1480]","[1525, 1535]",285,"[1480.5, 1535]","[1480.5, 1480]","[1436, 1507.5]","[1525, 1507.5]","[291, 291]","[286, 286]","[281, 281]","[284, 284]"
286,"[1542, 1494]","[1605, 1548]",286,"[1573.5, 1548]","[1573.5, 1494]","[1542, 1521.0]","[1605, 1521.0]","[-1, 0]","[287, 287]","[281, 281]","[285, 285]"
287,"[1622, 1480]","[1767, 1542]",287,"[1694.5, 1542]","[1694.5, 1480]","[1622, 1511.0]","[1767, 1511.0]","[292, 292]","[288, 288]","[282, 282]","[286, 286]"
288,"[1786, 1483]","[1847, 1542]",288,"[1816.5, 1542]","[1816.5, 1483]","[1786, 1512.5]","[1847, 1512.5]","[293, 293]","[289, 289]","[-1, 0]","[287, 287]"
289,"[1861, 1497]","[1948, 1548]",289,"[1904.5, 1548]","[1904.5, 1497]","[1861, 1522.5]","[1948, 1522.5]","[294, 294]","[290, 290]","[283, 283]","[288, 288]"
290,"[1967, 1483]","[2064, 1538]",290,"[2015.5, 1538]","[2015.5, 1483]","[1967, 1510.5]","[2064, 1510.5]","[-1, 0]","[-1, 0]","[-1, 0]","[289, 289]"
291,"[1455, 1569]","[1544, 1651]",291,"[1499.5, 1651]","[1499.5, 1569]","[1455, 1610.0]","[1544, 1610.0]","[296, 296]","[292, 292]","[285, 285]","[-1, 0]"
292,"[1578, 1576]","[1718, 1637]",292,"[1648.0, 1637]","[1648.0, 1576]","[1578, 1606.5]","[1718, 1606.5]","[297, 297]","[293, 293]","[287, 287]","[291, 291]"
293,"[1752, 1576]","[1851, 1654]",293,"[1801.5, 1654]","[1801.5, 1576]","[1752, 1615.0]","[1851, 1615.0]","[298, 298]","[294, 294]","[288, 288]","[292, 292]"
294,"[1895, 1579]","[2011, 1647]",294,"[1953.0, 1647]","[1953.0, 1579]","[1895, 1613.0]","[2011, 1613.0]","[299, 299]","[295, 295]","[289, 289]","[293, 293]"
295,"[2052, 1583]","[2168, 1651]",295,"[2110.0, 1651]","[2110.0, 1583]","[2052, 1617.0]","[2168, 1617.0]","[300, 300]","[-1, 0]","[-1, 0]","[294, 294]"
296,"[1424, 1661]","[1496, 1729]",296,"[1460.0, 1729]","[1460.0, 1661]","[1424, 1695.0]","[1496, 1695.0]","[306, 306]","[297, 297]","[291, 291]","[305, 305]"
297,"[1542, 1675]","[1731, 1719]",297,"[1636.5, 1719]","[1636.5, 1675]","[1542, 1697.0]","[1731, 1697.0]","[308, 308]","[298, 298]","[292, 292]","[296, 296]"
298,"[1776, 1675]","[1856, 1716]",298,"[1816.0, 1716]","[1816.0, 1675]","[1776, 1695.5]","[1856, 1695.5]","[309, 309]","[299, 299]","[293, 293]","[297, 297]"
