Unnamed: 0,Top-Left,Bottom-Right,Id,Bottom,Top,Left,Right,Bottom_Box,Right_Box,Top_Box,Left_Box
148,"[667, 1931]","[1001, 1969]",148,"[834.0, 1969]","[834.0, 1931]","[667, 1950.0]","[1001, 1950.0]","[155, 155]","[149, 149]","[-1, 0]","[147, 147]"
149,"[1039, 1917]","[1204, 1982]",149,"[1121.5, 1982]","[1121.5, 1917]","[1039, 1949.5]","[1204, 1949.5]","[-1, 0]","[150, 150]","[140, 140]","[148, 148]"
150,"[1216, 1917]","[1472, 1979]",150,"[1344.0, 1979]","[1344.0, 1917]","[1216, 1948.0]","[1472, 1948.0]","[-1, 0]","[151, 151]","[141, 141]","[149, 149]"
151,"[1513, 1907]","[1793, 1979]",151,"[1653.0, 1979]","[1653.0, 1907]","[1513, 1943.0]","[1793, 1943.0]","[158, 158]","[152, 152]","[143, 143]","[150, 150]"
152,"[1842, 1917]","[2178, 1969]",152,"[2010.0, 1969]","[2010.0, 1917]","[1842, 1943.0]","[2178, 1943.0]","[-1, 0]","[-1, 0]","[145, 145]","[151, 151]"
153,"[276, 2003]","[474, 2068]",153,"[375.0, 2068]","[375.0, 2003]","[276, 2035.5]","[474, 2035.5]","[161, 161]","[154, 154]","[146, 146]","[-1, 0]"
154,"[520, 2003]","[660, 2054]",154,"[590.0, 2054]","[590.0, 2003]","[520, 2028.5]","[660, 2028.5]","[162, 162]","[155, 155]","[147, 147]","[153, 153]"
155,"[708, 2000]","[1032, 2075]",155,"[870.0, 2075]","[870.0, 2000]","[708, 2037.5]","[1032, 2037.5]","[-1, 0]","[156, 156]","[148, 148]","[154, 154]"
156,"[1076, 2000]","[1279, 2061]",156,"[1177.5, 2061]","[1177.5, 2000]","[1076, 2030.5]","[1279, 2030.5]","[-1, 0]","[157, 157]","[-1, 0]","[155, 155]"
157,"[1322, 2003]","[1472, 2054]",157,"[1397.0, 2054]","[1397.0, 2003]","[1322, 2028.5]","[1472, 2028.5]","[-1, 0]","[-1, 0]","[-1, 0]","[156, 156]"
158,"[1518, 1979]","[1706, 2030]",158,"[1612.0, 2030]","[1612.0, 1979]","[1518, 2004.5]","[1706, 2004.5]","[165, 165]","[159, 159]","[151, 151]","[-1, 0]"
159,"[1750, 1979]","[1970, 2054]",159,"[1860.0, 2054]","[1860.0, 1979]","[1750, 2016.5]","[1970, 2016.5]","[166, 166]","[160, 160]","[-1, 0]","[158, 158]"
160,"[2006, 1976]","[2183, 2051]",160,"[2094.5, 2051]","[2094.5, 1976]","[2006, 2013.5]","[2183, 2013.5]","[167, 167]","[-1, 0]","[-1, 0]","[159, 159]"
161,"[278, 2078]","[425, 2129]",161,"[351.5, 2129]","[351.5, 2078]","[278, 2103.5]","[425, 2103.5]","[168, 168]","[162, 162]","[153, 153]","[-1, 0]"
162,"[474, 2078]","[720, 2129]",162,"[597.0, 2129]","[597.0, 2078]","[474, 2103.5]","[720, 2103.5]","[169, 169]","[163, 163]","[154, 154]","[161, 161]"
163,"[769, 2075]","[1148, 2136]",163,"[958.5, 2136]","[958.5, 2075]","[769, 2105.5]","[1148, 2105.5]","[-1, 0]","[164, 164]","[-1, 0]","[162, 162]"
164,"[1194, 2078]","[1474, 2153]",164,"[1334.0, 2153]","[1334.0, 2078]","[1194, 2115.5]","[1474, 2115.5]","[172, 172]","[165, 165]","[-1, 0]","[163, 163]"
165,"[1513, 2051]","[1646, 2126]",165,"[1579.5, 2126]","[1579.5, 2051]","[1513, 2088.5]","[1646, 2088.5]","[-1, 0]","[166, 166]","[158, 158]","[164, 164]"
166,"[1687, 2051]","[1953, 2102]",166,"[1820.0, 2102]","[1820.0, 2051]","[1687, 2076.5]","[1953, 2076.5]","[-1, 0]","[167, 167]","[159, 159]","[165, 165]"
167,"[2001, 2047]","[2180, 2123]",167,"[2090.5, 2123]","[2090.5, 2047]","[2001, 2085.0]","[2180, 2085.0]","[-1, 0]","[-1, 0]","[160, 160]","[166, 166]"
168,"[276, 2157]","[486, 2232]",168,"[381.0, 2232]","[381.0, 2157]","[276, 2194.5]","[486, 2194.5]","[174, 174]","[169, 169]","[161, 161]","[-1, 0]"
169,"[524, 2157]","[643, 2211]",169,"[583.5, 2211]","[583.5, 2157]","[524, 2184.0]","[643, 2184.0]","[-1, 0]","[170, 170]","[162, 162]","[168, 168]"
170,"[684, 2160]","[887, 2222]",170,"[785.5, 2222]","[785.5, 2160]","[684, 2191.0]","[887, 2191.0]","[-1, 0]","[171, 171]","[-1, 0]","[169, 169]"
171,"[926, 2150]","[1136, 2211]",171,"[1031.0, 2211]","[1031.0, 2150]","[926, 2180.5]","[1136, 2180.5]","[-1, 0]","[172, 172]","[-1, 0]","[170, 170]"
172,"[1179, 2157]","[1467, 2208]",172,"[1323.0, 2208]","[1323.0, 2157]","[1179, 2182.5]","[1467, 2182.5]","[-1, 0]","[-1, 0]","[164, 164]","[171, 171]"
173,"[1520, 2119]","[1854, 2194]",173,"[1687.0, 2194]","[1687.0, 2119]","[1520, 2156.5]","[1854, 2156.5]","[-1, 0]","[-1, 0]","[-1, 0]","[-1, 0]"
174,"[276, 2235]","[512, 2283]",174,"[394.0, 2283]","[394.0, 2235]","[276, 2259.0]","[512, 2259.0]","[-1, 0]","[175, 175]","[168, 168]","[-1, 0]"
175,"[544, 2232]","[844, 2307]",175,"[694.0, 2307]","[694.0, 2232]","[544, 2269.5]","[844, 2269.5]","[177, 177]","[-1, 0]","[-1, 0]","[174, 174]"
176,"[278, 2334]","[520, 2382]",176,"[399.0, 2382]","[399.0, 2334]","[278, 2358.0]","[520, 2358.0]","[-1, 0]","[177, 177]","[-1, 0]","[-1, 0]"
177,"[544, 2328]","[776, 2413]",177,"[660.0, 2413]","[660.0, 2328]","[544, 2370.5]","[776, 2370.5]","[184, 184]","[178, 178]","[175, 175]","[176, 176]"
178,"[795, 2328]","[996, 2417]",178,"[895.5, 2417]","[895.5, 2328]","[795, 2372.5]","[996, 2372.5]","[-1, 0]","[179, 179]","[-1, 0]","[177, 177]"
179,"[1018, 2331]","[1257, 2382]",179,"[1137.5, 2382]","[1137.5, 2331]","[1018, 2356.5]","[1257, 2356.5]","[-1, 0]","[-1, 0]","[-1, 0]","[178, 178]"
180,"[1515, 2355]","[1685, 2406]",180,"[1600.0, 2406]","[1600.0, 2355]","[1515, 2380.5]","[1685, 2380.5]","[-1, 0]","[181, 181]","[-1, 0]","[-1, 0]"
181,"[1706, 2348]","[1830, 2427]",181,"[1768.0, 2427]","[1768.0, 2348]","[1706, 2387.5]","[1830, 2387.5]","[-1, 0]","[182, 182]","[-1, 0]","[180, 180]"
182,"[1851, 2358]","[1873, 2410]",182,"[1862.0, 2410]","[1862.0, 2358]","[1851, 2384.0]","[1873, 2384.0]","[-1, 0]","[-1, 0]","[-1, 0]","[181, 181]"
183,"[276, 2434]","[445, 2485]",183,"[360.5, 2485]","[360.5, 2434]","[276, 2459.5]","[445, 2459.5]","[-1, 0]","[-1, 0]","[-1, 0]","[-1, 0]"
184,"[549, 2430]","[851, 2492]",184,"[700.0, 2492]","[700.0, 2430]","[549, 2461.0]","[851, 2461.0]","[-1, 0]","[-1, 0]","[177, 177]","[-1, 0]"
185,"[906, 2434]","[1182, 2509]",185,"[1044.0, 2509]","[1044.0, 2434]","[906, 2471.5]","[1182, 2471.5]","[-1, 0]","[-1, 0]","[-1, 0]","[-1, 0]"
186,"[1240, 2434]","[1470, 2499]",186,"[1355.0, 2499]","[1355.0, 2434]","[1240, 2466.5]","[1470, 2466.5]","[-1, 0]","[-1, 0]","[-1, 0]","[-1, 0]"
187,"[1586, 2437]","[1774, 2512]",187,"[1680.0, 2512]","[1680.0, 2437]","[1586, 2474.5]","[1774, 2474.5]","[-1, 0]","[188, 188]","[-1, 0]","[-1, 0]"
188,"[1808, 2440]","[2059, 2488]",188,"[1933.5, 2488]","[1933.5, 2440]","[1808, 2464.0]","[2059, 2464.0]","[-1, 0]","[189, 189]","[-1, 0]","[187, 187]"
189,"[2098, 2437]","[2180, 2492]",189,"[2139.0, 2492]","[2139.0, 2437]","[2098, 2464.5]","[2180, 2464.5]","[-1, 0]","[-1, 0]","[-1, 0]","[188, 188]"
190,"[1600, 2495]","[1900, 2570]",190,"[1750.0, 2570]","[1750.0, 2495]","[1600, 2532.5]","[1900, 2532.5]","[192, 192]","[191, 191]","[-1, 0]","[-1, 0]"
191,"[1941, 2505]","[2185, 2591]",191,"[2063.0, 2591]","[2063.0, 2505]","[1941, 2548.0]","[2185, 2548.0]","[-1, 0]","[-1, 0]","[-1, 0]","[190, 190]"
192,"[1595, 2577]","[1975, 2649]",192,"[1785.0, 2649]","[1785.0, 2577]","[1595, 2613.0]","[1975, 2613.0]","[-1, 0]","[-1, 0]","[190, 190]","[-1, 0]"
193,"[1588, 2683]","[1871, 2731]",193,"[1729.5, 2731]","[1729.5, 2683]","[1588, 2707.0]","[1871, 2707.0]","[-1, 0]","[194, 194]","[-1, 0]","[-1, 0]"
194,"[1919, 2680]","[2178, 2755]",194,"[2048.5, 2755]","[2048.5, 2680]","[1919, 2717.5]","[2178, 2717.5]","[-1, 0]","[-1, 0]","[-1, 0]","[193, 193]"
195,"[276, 2509]","[607, 2560]",195,"[441.5, 2560]","[441.5, 2509]","[276, 2534.5]","[607, 2534.5]","[-1, 0]","[196, 196]","[-1, 0]","[-1, 0]"
196,"[643, 2509]","[1015, 2560]",196,"[829.0, 2560]","[829.0, 2509]","[643, 2534.5]","[1015, 2534.5]","[-1, 0]","[197, 197]","[-1, 0]","[195, 195]"
197,"[1049, 2502]","[1201, 2563]",197,"[1125.0, 2563]","[1125.0, 2502]","[1049, 2532.5]","[1201, 2532.5]","[-1, 0]","[198, 198]","[-1, 0]","[196, 196]"
198,"[1233, 2505]","[1341, 2587]",198,"[1287.0, 2587]","[1287.0, 2505]","[1233, 2546.0]","[1341, 2546.0]","[203, 203]","[199, 199]","[-1, 0]","[197, 197]"
199,"[1358, 2505]","[1479, 2598]",199,"[1418.5, 2598]","[1418.5, 2505]","[1358, 2551.5]","[1479, 2551.5]","[-1, 0]","[-1, 0]","[-1, 0]","[198, 198]"
200,"[273, 2587]","[464, 2663]",200,"[368.5, 2663]","[368.5, 2587]","[273, 2625.0]","[464, 2625.0]","[204, 204]","[201, 201]","[-1, 0]","[-1, 0]"
201,"[510, 2581]","[969, 2666]",201,"[739.5, 2666]","[739.5, 2581]","[510, 2623.5]","[969, 2623.5]","[205, 205]","[202, 202]","[-1, 0]","[200, 200]"
202,"[1015, 2584]","[1138, 2666]",202,"[1076.5, 2666]","[1076.5, 2584]","[1015, 2625.0]","[1138, 2625.0]","[-1, 0]","[203, 203]","[-1, 0]","[201, 201]"
203,"[1172, 2581]","[1472, 2666]",203,"[1322.0, 2666]","[1322.0, 2581]","[1172, 2623.5]","[1472, 2623.5]","[207, 207]","[-1, 0]","[198, 198]","[202, 202]"
204,"[273, 2656]","[532, 2741]",204,"[402.5, 2741]","[402.5, 2656]","[273, 2698.5]","[532, 2698.5]","[208, 208]","[205, 205]","[200, 200]","[-1, 0]"
205,"[578, 2663]","[858, 2738]",205,"[718.0, 2738]","[718.0, 2663]","[578, 2700.5]","[858, 2700.5]","[209, 209]","[206, 206]","[201, 201]","[204, 204]"
206,"[897, 2649]","[1034, 2741]",206,"[965.5, 2741]","[965.5, 2649]","[897, 2695.0]","[1034, 2695.0]","[210, 210]","[207, 207]","[-1, 0]","[205, 205]"
207,"[1073, 2646]","[1482, 2745]",207,"[1277.5, 2745]","[1277.5, 2646]","[1073, 2695.5]","[1482, 2695.5]","[-1, 0]","[-1, 0]","[203, 203]","[206, 206]"
208,"[276, 2738]","[500, 2813]",208,"[388.0, 2813]","[388.0, 2738]","[276, 2775.5]","[500, 2775.5]","[217, 217]","[209, 209]","[204, 204]","[-1, 0]"
209,"[549, 2738]","[865, 2813]",209,"[707.0, 2813]","[707.0, 2738]","[549, 2775.5]","[865, 2775.5]","[218, 218]","[210, 210]","[205, 205]","[208, 208]"
210,"[909, 2738]","[1008, 2823]",210,"[958.5, 2823]","[958.5, 2738]","[909, 2780.5]","[1008, 2780.5]","[220, 220]","[211, 211]","[206, 206]","[209, 209]"
211,"[1044, 2734]","[1201, 2823]",211,"[1122.5, 2823]","[1122.5, 2734]","[1044, 2778.5]","[1201, 2778.5]","[-1, 0]","[212, 212]","[-1, 0]","[210, 210]"
212,"[1242, 2734]","[1472, 2810]",212,"[1357.0, 2810]","[1357.0, 2734]","[1242, 2772.0]","[1472, 2772.0]","[222, 222]","[213, 213]","[-1, 0]","[211, 211]"
213,"[1518, 2748]","[1682, 2823]",213,"[1600.0, 2823]","[1600.0, 2748]","[1518, 2785.5]","[1682, 2785.5]","[223, 223]","[214, 214]","[-1, 0]","[212, 212]"
214,"[1714, 2751]","[1849, 2827]",214,"[1781.5, 2827]","[1781.5, 2751]","[1714, 2789.0]","[1849, 2789.0]","[224, 224]","[215, 215]","[-1, 0]","[213, 213]"
215,"[1888, 2751]","[2059, 2816]",215,"[1973.5, 2816]","[1973.5, 2751]","[1888, 2783.5]","[2059, 2783.5]","[225, 225]","[216, 216]","[-1, 0]","[214, 214]"
216,"[2091, 2745]","[2178, 2816]",216,"[2134.5, 2816]","[2134.5, 2745]","[2091, 2780.5]","[2178, 2780.5]","[226, 226]","[-1, 0]","[-1, 0]","[215, 215]"
217,"[278, 2816]","[553, 2868]",217,"[415.5, 2868]","[415.5, 2816]","[278, 2842.0]","[553, 2842.0]","[227, 227]","[218, 218]","[208, 208]","[-1, 0]"
218,"[587, 2820]","[730, 2881]",218,"[658.5, 2881]","[658.5, 2820]","[587, 2850.5]","[730, 2850.5]","[228, 228]","[219, 219]","[209, 209]","[217, 217]"
219,"[764, 2816]","[921, 2878]",219,"[842.5, 2878]","[842.5, 2816]","[764, 2847.0]","[921, 2847.0]","[-1, 0]","[220, 220]","[-1, 0]","[218, 218]"
220,"[947, 2827]","[1039, 2895]",220,"[993.0, 2895]","[993.0, 2827]","[947, 2861.0]","[1039, 2861.0]","[230, 230]","[221, 221]","[210, 210]","[219, 219]"
221,"[1063, 2810]","[1298, 2885]",221,"[1180.5, 2885]","[1180.5, 2810]","[1063, 2847.5]","[1298, 2847.5]","[-1, 0]","[222, 222]","[-1, 0]","[220, 220]"
222,"[1327, 2816]","[1470, 2881]",222,"[1398.5, 2881]","[1398.5, 2816]","[1327, 2848.5]","[1470, 2848.5]","[-1, 0]","[223, 223]","[212, 212]","[221, 221]"
223,"[1513, 2813]","[1617, 2895]",223,"[1565.0, 2895]","[1565.0, 2813]","[1513, 2854.0]","[1617, 2854.0]","[233, 233]","[224, 224]","[213, 213]","[222, 222]"
224,"[1656, 2816]","[1839, 2895]",224,"[1747.5, 2895]","[1747.5, 2816]","[1656, 2855.5]","[1839, 2855.5]","[234, 234]","[225, 225]","[214, 214]","[223, 223]"
225,"[1878, 2823]","[2100, 2875]",225,"[1989.0, 2875]","[1989.0, 2823]","[1878, 2849.0]","[2100, 2849.0]","[-1, 0]","[226, 226]","[215, 215]","[224, 224]"
226,"[2141, 2827]","[2180, 2875]",226,"[2160.5, 2875]","[2160.5, 2827]","[2141, 2851.0]","[2180, 2851.0]","[-1, 0]","[-1, 0]","[216, 216]","[225, 225]"
227,"[276, 2895]","[537, 2946]",227,"[406.5, 2946]","[406.5, 2895]","[276, 2920.5]","[537, 2920.5]","[245, 245]","[228, 228]","[217, 217]","[-1, 0]"
228,"[558, 2892]","[670, 2974]",228,"[614.0, 2974]","[614.0, 2892]","[558, 2933.0]","[670, 2933.0]","[-1, 0]","[229, 229]","[218, 218]","[227, 227]"
229,"[691, 2895]","[858, 2946]",229,"[774.5, 2946]","[774.5, 2895]","[691, 2920.5]","[858, 2920.5]","[-1, 0]","[230, 230]","[-1, 0]","[228, 228]"
230,"[880, 2892]","[1030, 2970]",230,"[955.0, 2970]","[955.0, 2892]","[880, 2931.0]","[1030, 2931.0]","[248, 248]","[231, 231]","[220, 220]","[229, 229]"
231,"[1051, 2895]","[1170, 2946]",231,"[1110.5, 2946]","[1110.5, 2895]","[1051, 2920.5]","[1170, 2920.5]","[-1, 0]","[232, 232]","[-1, 0]","[230, 230]"
232,"[1194, 2895]","[1477, 2970]",232,"[1335.5, 2970]","[1335.5, 2895]","[1194, 2932.5]","[1477, 2932.5]","[249, 249]","[233, 233]","[-1, 0]","[231, 231]"
233,"[1513, 2881]","[1644, 2960]",233,"[1578.5, 2960]","[1578.5, 2881]","[1513, 2920.5]","[1644, 2920.5]","[-1, 0]","[234, 234]","[223, 223]","[232, 232]"
234,"[1668, 2892]","[1774, 2970]",234,"[1721.0, 2970]","[1721.0, 2892]","[1668, 2931.0]","[1774, 2931.0]","[-1, 0]","[235, 235]","[224, 224]","[233, 233]"
235,"[1798, 2892]","[1948, 2943]",235,"[1873.0, 2943]","[1873.0, 2892]","[1798, 2917.5]","[1948, 2917.5]","[-1, 0]","[236, 236]","[-1, 0]","[234, 234]"
236,"[1977, 2898]","[2156, 2963]",236,"[2066.5, 2963]","[2066.5, 2898]","[1977, 2930.5]","[2156, 2930.5]","[-1, 0]","[-1, 0]","[-1, 0]","[235, 235]"
237,"[271, 3039]","[529, 3124]",237,"[400.0, 3124]","[400.0, 3039]","[271, 3081.5]","[529, 3081.5]","[-1, 0]","[238, 238]","[245, 245]","[-1, 0]"
238,"[570, 3045]","[665, 3100]",238,"[617.5, 3100]","[617.5, 3045]","[570, 3072.5]","[665, 3072.5]","[252, 252]","[239, 239]","[-1, 0]","[237, 237]"
239,"[703, 3049]","[829, 3114]",239,"[766.0, 3114]","[766.0, 3049]","[703, 3081.5]","[829, 3081.5]","[-1, 0]","[240, 240]","[-1, 0]","[238, 238]"
240,"[865, 3049]","[1119, 3121]",240,"[992.0, 3121]","[992.0, 3049]","[865, 3085.0]","[1119, 3085.0]","[-1, 0]","[241, 241]","[248, 248]","[239, 239]"
241,"[1158, 3028]","[1329, 3131]",241,"[1243.5, 3131]","[1243.5, 3028]","[1158, 3079.5]","[1329, 3079.5]","[-1, 0]","[242, 242]","[-1, 0]","[240, 240]"
242,"[1366, 3045]","[1508, 3121]",242,"[1437.0, 3121]","[1437.0, 3045]","[1366, 3083.0]","[1508, 3083.0]","[-1, 0]","[243, 243]","[-1, 0]","[241, 241]"
243,"[1549, 3049]","[1914, 3121]",243,"[1731.5, 3121]","[1731.5, 3049]","[1549, 3085.0]","[1914, 3085.0]","[-1, 0]","[244, 244]","[-1, 0]","[242, 242]"
244,"[1958, 3052]","[2197, 3127]",244,"[2077.5, 3127]","[2077.5, 3052]","[1958, 3089.5]","[2197, 3089.5]","[-1, 0]","[-1, 0]","[-1, 0]","[243, 243]"
245,"[268, 2967]","[510, 3056]",245,"[389.0, 3056]","[389.0, 2967]","[268, 3011.5]","[510, 3011.5]","[237, 237]","[247, 247]","[227, 227]","[-1, 0]"
246,"[488, 3001]","[512, 3035]",246,"[500.0, 3035]","[500.0, 3001]","[488, 3018.0]","[512, 3018.0]","[-1, 0]","[247, 247]","[-1, 0]","[245, 245]"
247,"[553, 2970]","[795, 3045]",247,"[674.0, 3045]","[674.0, 2970]","[553, 3007.5]","[795, 3007.5]","[-1, 0]","[248, 248]","[-1, 0]","[246, 246]"
248,"[841, 2974]","[1121, 3045]",248,"[981.0, 3045]","[981.0, 2974]","[841, 3009.5]","[1121, 3009.5]","[240, 240]","[249, 249]","[230, 230]","[247, 247]"
249,"[1167, 2970]","[1477, 3056]",249,"[1322.0, 3056]","[1322.0, 2970]","[1167, 3013.0]","[1477, 3013.0]","[-1, 0]","[-1, 0]","[232, 232]","[248, 248]"
250,"[276, 3131]","[394, 3199]",250,"[335.0, 3199]","[335.0, 3131]","[276, 3165.0]","[394, 3165.0]","[-1, 0]","[251, 251]","[-1, 0]","[-1, 0]"
251,"[421, 3124]","[541, 3175]",251,"[481.0, 3175]","[481.0, 3124]","[421, 3149.5]","[541, 3149.5]","[-1, 0]","[252, 252]","[-1, 0]","[250, 250]"
252,"[570, 3121]","[713, 3172]",252,"[641.5, 3172]","[641.5, 3121]","[570, 3146.5]","[713, 3146.5]","[-1, 0]","[253, 253]","[238, 238]","[251, 251]"
253,"[742, 3117]","[1003, 3189]",253,"[872.5, 3189]","[872.5, 3117]","[742, 3153.0]","[1003, 3153.0]","[-1, 0]","[254, 254]","[-1, 0]","[252, 252]"
254,"[1034, 3121]","[1184, 3172]",254,"[1109.0, 3172]","[1109.0, 3121]","[1034, 3146.5]","[1184, 3146.5]","[-1, 0]","[255, 255]","[-1, 0]","[253, 253]"
255,"[1211, 3104]","[1474, 3203]",255,"[1342.5, 3203]","[1342.5, 3104]","[1211, 3153.5]","[1474, 3153.5]","[-1, 0]","[256, 256]","[-1, 0]","[254, 254]"
256,"[1491, 3114]","[1718, 3199]",256,"[1604.5, 3199]","[1604.5, 3114]","[1491, 3156.5]","[1718, 3156.5]","[-1, 0]","[-1, 0]","[-1, 0]","[255, 255]"
257,"[1184, 3237]","[1283, 3315]",257,"[1233.5, 3315]","[1233.5, 3237]","[1184, 3276.0]","[1283, 3276.0]","[-1, 0]","[-1, 0]","[-1, 0]","[-1, 0]"
